"Measure","Time","Time_type","Ethnicity of household reference person","Ethnicity_type","Geography","Geography_type","Gender","Gender_type","Age Bracket","Age Bracket Type","Value","Denominator"
"Disability Living Allowance (mobility component) by ethnic group of head","2016/17-2018/19","Three-year average","Mixed","ONS 2011 5+2367","K02000001","ONS geography code","All","All","All","All","4","687"
"Employment and Support Allowance by ethnic group of head","2016/17-2018/19","Three-year average","Mixed","ONS 2011 5+2368","K02000001","ONS geography code","All","All","All","All","4","687"
"Housing Benefit by ethnic group of head","2016/17-2018/19","Three-year average","Mixed","ONS 2011 5+2369","K02000001","ONS geography code","All","All","All","All","15","687"
"Incapacity Benefit by ethnic group of head","2016/17-2018/19","Three-year average","Mixed","ONS 2011 5+2370","K02000001","ONS geography code","All","All","All","All","0","687"
"Income Support by ethnic group of head","2016/17-2018/19","Three-year average","Mixed","ONS 2011 5+2371","K02000001","ONS geography code","All","All","All","All","4","687"
"Industrial Injuries Disablement Benefit by ethnic group of head","2016/17-2018/19","Three-year average","Mixed","ONS 2011 5+2372","K02000001","ONS geography code","All","All","All","All","0","687"
"Jobseeker's Allowance by ethnic group of head","2016/17-2018/19","Three-year average","Mixed","ONS 2011 5+2373","K02000001","ONS geography code","All","All","All","All","1","687"
"On any income-related benefit by ethnic group of head","2016/17-2018/19","Three-year average","Mixed","ONS 2011 5+2374","K02000001","ONS geography code","All","All","All","All","21","687"
"On any non-income-related benefit by ethnic group of head","2016/17-2018/19","Three-year average","Mixed","ONS 2011 5+2375","K02000001","ONS geography code","All","All","All","All","37","687"
"Pension Credit by ethnic group of head","2016/17-2018/19","Three-year average","Mixed","ONS 2011 5+2376","K02000001","ONS geography code","All","All","All","All","1","687"
"Severe Disablement Allowance by ethnic group of head","2016/17-2018/19","Three-year average","Mixed","ONS 2011 5+2377","K02000001","ONS geography code","All","All","All","All","-","687"
"State Pension by ethnic group of head","2016/17-2018/19","Three-year average","Mixed","ONS 2011 5+2378","K02000001","ONS geography code","All","All","All","All","7","687"
"Widow's Benefits by ethnic group of head","2016/17-2018/19","Three-year average","Mixed","ONS 2011 5+2379","K02000001","ONS geography code","All","All","All","All","0","687"
"Working Tax Credit by ethnic group of head","2016/17-2018/19","Three-year average","Mixed","ONS 2011 5+2380","K02000001","ONS geography code","All","All","All","All","5","687"
"All in receipt of benefit by ethnic group of head","2016/17-2018/19","Three-year average","Other","ONS 2011 5+2381","K02000001","ONS geography code","All","All","All","All","39","662"
"All in receipt of state support by ethnic group of head","2016/17-2018/19","Three-year average","Other","ONS 2011 5+2382","K02000001","ONS geography code","All","All","All","All","40","662"
"All in receipt of Tax Credits by ethnic group of head","2016/17-2018/19","Three-year average","Other","ONS 2011 5+2383","K02000001","ONS geography code","All","All","All","All","13","662"
"Armed Forces Compensation Scheme by ethnic group of head","2016/17-2018/19","Three-year average","Other","ONS 2011 5+2384","K02000001","ONS geography code","All","All","All","All","0","662"
"Attendance Allowance by ethnic group of head","2016/17-2018/19","Three-year average","Other","ONS 2011 5+2385","K02000001","ONS geography code","All","All","All","All","1","662"
"Carer's Allowance by ethnic group of head","2016/17-2018/19","Three-year average","Other","ONS 2011 5+2386","K02000001","ONS geography code","All","All","All","All","2","662"
"Child Benefit by ethnic group of head","2016/17-2018/19","Three-year average","Other","ONS 2011 5+2387","K02000001","ONS geography code","All","All","All","All","23","662"
"Child Tax Credit by ethnic group of head","2016/17-2018/19","Three-year average","Other","ONS 2011 5+2388","K02000001","ONS geography code","All","All","All","All","13","662"
"Council Tax Reduction by ethnic group of head","2016/17-2018/19","Three-year average","Other","ONS 2011 5+2389","K02000001","ONS geography code","All","All","All","All","13","662"
"Disability Living Allowance (care component) by ethnic group of head","2016/17-2018/19","Three-year average","Other","ONS 2011 5+2390","K02000001","ONS geography code","All","All","All","All","6","662"
"Disability Living Allowance (mobility component) by ethnic group of head","2016/17-2018/19","Three-year average","Other","ONS 2011 5+2391","K02000001","ONS geography code","All","All","All","All","5","662"
"Employment and Support Allowance by ethnic group of head","2016/17-2018/19","Three-year average","Other","ONS 2011 5+2392","K02000001","ONS geography code","All","All","All","All","4","662"
"Housing Benefit by ethnic group of head","2016/17-2018/19","Three-year average","Other","ONS 2011 5+2393","K02000001","ONS geography code","All","All","All","All","15","662"
"Incapacity Benefit by ethnic group of head","2016/17-2018/19","Three-year average","Other","ONS 2011 5+2394","K02000001","ONS geography code","All","All","All","All","-","662"
"Income Support by ethnic group of head","2016/17-2018/19","Three-year average","Other","ONS 2011 5+2395","K02000001","ONS geography code","All","All","All","All","2","662"
"Industrial Injuries Disablement Benefit by ethnic group of head","2016/17-2018/19","Three-year average","Other","ONS 2011 5+2396","K02000001","ONS geography code","All","All","All","All","-","662"
"Jobseeker's Allowance by ethnic group of head","2016/17-2018/19","Three-year average","Other","ONS 2011 5+2397","K02000001","ONS geography code","All","All","All","All","2","662"
"On any income-related benefit by ethnic group of head","2016/17-2018/19","Three-year average","Other","ONS 2011 5+2398","K02000001","ONS geography code","All","All","All","All","18","662"
"On any non-income-related benefit by ethnic group of head","2016/17-2018/19","Three-year average","Other","ONS 2011 5+2399","K02000001","ONS geography code","All","All","All","All","36","662"
"Pension Credit by ethnic group of head","2016/17-2018/19","Three-year average","Other","ONS 2011 5+2400","K02000001","ONS geography code","All","All","All","All","1","662"
"Severe Disablement Allowance by ethnic group of head","2016/17-2018/19","Three-year average","Other","ONS 2011 5+2401","K02000001","ONS geography code","All","All","All","All","0","662"
"State Pension by ethnic group of head","2016/17-2018/19","Three-year average","Other","ONS 2011 5+2402","K02000001","ONS geography code","All","All","All","All","7","662"
"Widow's Benefits by ethnic group of head","2016/17-2018/19","Three-year average","Other","ONS 2011 5+2403","K02000001","ONS geography code","All","All","All","All","-","662"
"Working Tax Credit by ethnic group of head","2016/17-2018/19","Three-year average","Other","ONS 2011 5+2404","K02000001","ONS geography code","All","All","All","All","8","662"
"All in receipt of benefit by ethnic group of head","2016/17-2018/19","Three-year average","Pakistani","ONS 2011 5+2405","K02000001","ONS geography code","All","All","All","All","50","926"
"All in receipt of state support by ethnic group of head","2016/17-2018/19","Three-year average","Pakistani","ONS 2011 5+2406","K02000001","ONS geography code","All","All","All","All","51","926"
"All in receipt of Tax Credits by ethnic group of head","2016/17-2018/19","Three-year average","Pakistani","ONS 2011 5+2407","K02000001","ONS geography code","All","All","All","All","23","926"
"Armed Forces Compensation Scheme by ethnic group of head","2016/17-2018/19","Three-year average","Pakistani","ONS 2011 5+2408","K02000001","ONS geography code","All","All","All","All","-","926"
"Attendance Allowance by ethnic group of head","2016/17-2018/19","Three-year average","Pakistani","ONS 2011 5+2409","K02000001","ONS geography code","All","All","All","All","-","926"
"Carer's Allowance by ethnic group of head","2016/17-2018/19","Three-year average","Pakistani","ONS 2011 5+2410","K02000001","ONS geography code","All","All","All","All","5","926"
"Child Benefit by ethnic group of head","2016/17-2018/19","Three-year average","Pakistani","ONS 2011 5+2411","K02000001","ONS geography code","All","All","All","All","33","926"
"Child Tax Credit by ethnic group of head","2016/17-2018/19","Three-year average","Pakistani","ONS 2011 5+2412","K02000001","ONS geography code","All","All","All","All","22","926"
"Council Tax Reduction by ethnic group of head","2016/17-2018/19","Three-year average","Pakistani","ONS 2011 5+2413","K02000001","ONS geography code","All","All","All","All","13","926"
"Disability Living Allowance (care component) by ethnic group of head","2016/17-2018/19","Three-year average","Pakistani","ONS 2011 5+2414","K02000001","ONS geography code","All","All","All","All","7","926"
"Disability Living Allowance (mobility component) by ethnic group of head","2016/17-2018/19","Three-year average","Pakistani","ONS 2011 5+2415","K02000001","ONS geography code","All","All","All","All","5","926"
"Employment and Support Allowance by ethnic group of head","2016/17-2018/19","Three-year average","Pakistani","ONS 2011 5+2416","K02000001","ONS geography code","All","All","All","All","4","926"
"Housing Benefit by ethnic group of head","2016/17-2018/19","Three-year average","Pakistani","ONS 2011 5+2417","K02000001","ONS geography code","All","All","All","All","11","926"
"Incapacity Benefit by ethnic group of head","2016/17-2018/19","Three-year average","Pakistani","ONS 2011 5+2418","K02000001","ONS geography code","All","All","All","All","-","926"
"Income Support by ethnic group of head","2016/17-2018/19","Three-year average","Pakistani","ONS 2011 5+2419","K02000001","ONS geography code","All","All","All","All","3","926"
"Industrial Injuries Disablement Benefit by ethnic group of head","2016/17-2018/19","Three-year average","Pakistani","ONS 2011 5+2420","K02000001","ONS geography code","All","All","All","All","0","926"
"Jobseeker's Allowance by ethnic group of head","2016/17-2018/19","Three-year average","Pakistani","ONS 2011 5+2421","K02000001","ONS geography code","All","All","All","All","2","926"
"On any income-related benefit by ethnic group of head","2016/17-2018/19","Three-year average","Pakistani","ONS 2011 5+2422","K02000001","ONS geography code","All","All","All","All","20","926"
"On any non-income-related benefit by ethnic group of head","2016/17-2018/19","Three-year average","Pakistani","ONS 2011 5+2423","K02000001","ONS geography code","All","All","All","All","46","926"
"Pension Credit by ethnic group of head","2016/17-2018/19","Three-year average","Pakistani","ONS 2011 5+2424","K02000001","ONS geography code","All","All","All","All","2","926"
"Severe Disablement Allowance by ethnic group of head","2016/17-2018/19","Three-year average","Pakistani","ONS 2011 5+2425","K02000001","ONS geography code","All","All","All","All","0","926"
"State Pension by ethnic group of head","2016/17-2018/19","Three-year average","Pakistani","ONS 2011 5+2426","K02000001","ONS geography code","All","All","All","All","6","926"
"Widow's Benefits by ethnic group of head","2016/17-2018/19","Three-year average","Pakistani","ONS 2011 5+2427","K02000001","ONS geography code","All","All","All","All","-","926"
"Working Tax Credit by ethnic group of head","2016/17-2018/19","Three-year average","Pakistani","ONS 2011 5+2428","K02000001","ONS geography code","All","All","All","All","14","926"
"All in receipt of benefit by ethnic group of head","2016/17-2018/19","Three-year average","White","ONS 2011 5+2429","K02000001","ONS geography code","All","All","All","All","54","61334"
