"Measure","Time","Time_type","Ethnicity ","Ethnicity_type","Value","Value_type","Denominator"
"Personal Independence Payment (mobility component) by ethnic group of head","2015/16-2017/18","Three-year average","White","ONS 5+2","0","%","61,628"
"Industrial Injuries Disablement Benefit by ethnic group of head","2015/16-2017/18","Three-year average","White","ONS 5+2","1","%","61,628"
"Armed Forces Compensation Scheme by ethnic group of head","2015/16-2017/18","Three-year average","White","ONS 5+2","-","%","61,628"
"All in receipt of state support by ethnic group of head","2015/16-2017/18","Three-year average","White British","ONS 5+2","57","%","58,441"
"All in receipt of benefit by ethnic group of head","2015/16-2017/18","Three-year average","White British","ONS 5+2","56","%","58,441"
"All in receipt of Tax Credits by ethnic group of head","2015/16-2017/18","Three-year average","White British","ONS 5+2","9","%","58,441"
"On any income-related benefit by ethnic group of head","2015/16-2017/18","Three-year average","White British","ONS 5+2","18","%","58,441"
"On any non-income-related benefit by ethnic group of head","2015/16-2017/18","Three-year average","White British","ONS 5+2","54","%","58,441"
"Child Benefit by ethnic group of head","2015/16-2017/18","Three-year average","White British","ONS 5+2","18","%","58,441"
"Working Tax Credit by ethnic group of head","2015/16-2017/18","Three-year average","White British","ONS 5+2","4","%","58,441"
"Child Tax Credit by ethnic group of head","2015/16-2017/18","Three-year average","White British","ONS 5+2","8","%","58,441"
"Income Support by ethnic group of head","2015/16-2017/18","Three-year average","White British","ONS 5+2","2","%","58,441"
"Housing Benefit by ethnic group of head","2015/16-2017/18","Three-year average","White British","ONS 5+2","12","%","58,441"
"Pension Credit by ethnic group of head","2015/16-2017/18","Three-year average","White British","ONS 5+2","4","%","58,441"
"Council Tax Reduction by ethnic group of head","2015/16-2017/18","Three-year average","White British","ONS 5+2","13","%","58,441"
"Jobseeker's Allowance by ethnic group of head","2015/16-2017/18","Three-year average","White British","ONS 5+2","1","%","58,441"
"Employment and Support Allowance by ethnic group of head","2015/16-2017/18","Three-year average","White British","ONS 5+2","4","%","58,441"
"State Pension by ethnic group of head","2015/16-2017/18","Three-year average","White British","ONS 5+2","28","%","58,441"
"Widow's Benefits by ethnic group of head","2015/16-2017/18","Three-year average","White British","ONS 5+2","-","%","58,441"
"Incapacity Benefit by ethnic group of head","2015/16-2017/18","Three-year average","White British","ONS 5+2","-","%","58,441"
"Severe Disablement Allowance by ethnic group of head","2015/16-2017/18","Three-year average","White British","ONS 5+2","-","%","58,441"
"Attendance Allowance by ethnic group of head","2015/16-2017/18","Three-year average","White British","ONS 5+2","3","%","58,441"
"Carer's Allowance by ethnic group of head","2015/16-2017/18","Three-year average","White British","ONS 5+2","2","%","58,441"
"Disability Living Allowance (care component) by ethnic group of head","2015/16-2017/18","Three-year average","White British","ONS 5+2","8","%","58,441"
"Disability Living Allowance (mobility component) by ethnic group of head","2015/16-2017/18","Three-year average","White British","ONS 5+2","7","%","58,441"
"Personal Independence Payment (daily living component) by ethnic group of head","2015/16-2017/18","Three-year average","White British","ONS 5+2","0","%","58,441"
"Personal Independence Payment (mobility component) by ethnic group of head","2015/16-2017/18","Three-year average","White British","ONS 5+2","0","%","58,441"
"Industrial Injuries Disablement Benefit by ethnic group of head","2015/16-2017/18","Three-year average","White British","ONS 5+2","1","%","58,441"
"Armed Forces Compensation Scheme by ethnic group of head","2015/16-2017/18","Three-year average","White British","ONS 5+2","-","%","58,441"
"All in receipt of state support by ethnic group of head","2015/16-2017/18","Three-year average","White non-British","ONS 5+2","37","%","3,187"
"All in receipt of benefit by ethnic group of head","2015/16-2017/18","Three-year average","White non-British","ONS 5+2","37","%","3,187"
"All in receipt of Tax Credits by ethnic group of head","2015/16-2017/18","Three-year average","White non-British","ONS 5+2","10","%","3,187"
"On any income-related benefit by ethnic group of head","2015/16-2017/18","Three-year average","White non-British","ONS 5+2","12","%","3,187"
"On any non-income-related benefit by ethnic group of head","2015/16-2017/18","Three-year average","White non-British","ONS 5+2","35","%","3,187"
"Child Benefit by ethnic group of head","2015/16-2017/18","Three-year average","White non-British","ONS 5+2","22","%","3,187"
"Working Tax Credit by ethnic group of head","2015/16-2017/18","Three-year average","White non-British","ONS 5+2","6","%","3,187"
"Child Tax Credit by ethnic group of head","2015/16-2017/18","Three-year average","White non-British","ONS 5+2","10","%","3,187"
"Income Support by ethnic group of head","2015/16-2017/18","Three-year average","White non-British","ONS 5+2","1","%","3,187"
"Housing Benefit by ethnic group of head","2015/16-2017/18","Three-year average","White non-British","ONS 5+2","9","%","3,187"
"Pension Credit by ethnic group of head","2015/16-2017/18","Three-year average","White non-British","ONS 5+2","2","%","3,187"
"Council Tax Reduction by ethnic group of head","2015/16-2017/18","Three-year average","White non-British","ONS 5+2","7","%","3,187"
"Jobseeker's Allowance by ethnic group of head","2015/16-2017/18","Three-year average","White non-British","ONS 5+2","1","%","3,187"
"Employment and Support Allowance by ethnic group of head","2015/16-2017/18","Three-year average","White non-British","ONS 5+2","2","%","3,187"
"State Pension by ethnic group of head","2015/16-2017/18","Three-year average","White non-British","ONS 5+2","9","%","3,187"
"Widow's Benefits by ethnic group of head","2015/16-2017/18","Three-year average","White non-British","ONS 5+2","-","%","3,187"
"Incapacity Benefit by ethnic group of head","2015/16-2017/18","Three-year average","White non-British","ONS 5+2","-","%","3,187"
"Severe Disablement Allowance by ethnic group of head","2015/16-2017/18","Three-year average","White non-British","ONS 5+2","-","%","3,187"
"Attendance Allowance by ethnic group of head","2015/16-2017/18","Three-year average","White non-British","ONS 5+2","1","%","3,187"
"Carer's Allowance by ethnic group of head","2015/16-2017/18","Three-year average","White non-British","ONS 5+2","1","%","3,187"
"Disability Living Allowance (care component) by ethnic group of head","2015/16-2017/18","Three-year average","White non-British","ONS 5+2","3","%","3,187"
"Disability Living Allowance (mobility component) by ethnic group of head","2015/16-2017/18","Three-year average","White non-British","ONS 5+2","2","%","3,187"
"Personal Independence Payment (daily living component) by ethnic group of head","2015/16-2017/18","Three-year average","White non-British","ONS 5+2","0","%","3,187"
"Personal Independence Payment (mobility component) by ethnic group of head","2015/16-2017/18","Three-year average","White non-British","ONS 5+2","0","%","3,187"
"Industrial Injuries Disablement Benefit by ethnic group of head","2015/16-2017/18","Three-year average","White non-British","ONS 5+2","-","%","3,187"
"Armed Forces Compensation Scheme by ethnic group of head","2015/16-2017/18","Three-year average","White non-British","ONS 5+2","-","%","3,187"
"All in receipt of state support by ethnic group of head","2015/16-2017/18","Three-year average","Mixed/ Multiple ethnic groups","ONS 5+2","45","%","657"
"All in receipt of benefit by ethnic group of head","2015/16-2017/18","Three-year average","Mixed/ Multiple ethnic groups","ONS 5+2","44","%","657"
"All in receipt of Tax Credits by ethnic group of head","2015/16-2017/18","Three-year average","Mixed/ Multiple ethnic groups","ONS 5+2","15","%","657"
"On any income-related benefit by ethnic group of head","2015/16-2017/18","Three-year average","Mixed/ Multiple ethnic groups","ONS 5+2","22","%","657"
"On any non-income-related benefit by ethnic group of head","2015/16-2017/18","Three-year average","Mixed/ Multiple ethnic groups","ONS 5+2","39","%","657"
"Child Benefit by ethnic group of head","2015/16-2017/18","Three-year average","Mixed/ Multiple ethnic groups","ONS 5+2","25","%","657"
"Working Tax Credit by ethnic group of head","2015/16-2017/18","Three-year average","Mixed/ Multiple ethnic groups","ONS 5+2","8","%","657"
"Child Tax Credit by ethnic group of head","2015/16-2017/18","Three-year average","Mixed/ Multiple ethnic groups","ONS 5+2","14","%","657"
"Income Support by ethnic group of head","2015/16-2017/18","Three-year average","Mixed/ Multiple ethnic groups","ONS 5+2","4","%","657"
"Housing Benefit by ethnic group of head","2015/16-2017/18","Three-year average","Mixed/ Multiple ethnic groups","ONS 5+2","17","%","657"
"Pension Credit by ethnic group of head","2015/16-2017/18","Three-year average","Mixed/ Multiple ethnic groups","ONS 5+2","1","%","657"
"Council Tax Reduction by ethnic group of head","2015/16-2017/18","Three-year average","Mixed/ Multiple ethnic groups","ONS 5+2","15","%","657"
"Jobseeker's Allowance by ethnic group of head","2015/16-2017/18","Three-year average","Mixed/ Multiple ethnic groups","ONS 5+2","2","%","657"
"Employment and Support Allowance by ethnic group of head","2015/16-2017/18","Three-year average","Mixed/ Multiple ethnic groups","ONS 5+2","4","%","657"
"State Pension by ethnic group of head","2015/16-2017/18","Three-year average","Mixed/ Multiple ethnic groups","ONS 5+2","7","%","657"
"Widow's Benefits by ethnic group of head","2015/16-2017/18","Three-year average","Mixed/ Multiple ethnic groups","ONS 5+2","0","%","657"
"Incapacity Benefit by ethnic group of head","2015/16-2017/18","Three-year average","Mixed/ Multiple ethnic groups","ONS 5+2","-","%","657"
"Severe Disablement Allowance by ethnic group of head","2015/16-2017/18","Three-year average","Mixed/ Multiple ethnic groups","ONS 5+2","-","%","657"
"Attendance Allowance by ethnic group of head","2015/16-2017/18","Three-year average","Mixed/ Multiple ethnic groups","ONS 5+2","1","%","657"
"Carer's Allowance by ethnic group of head","2015/16-2017/18","Three-year average","Mixed/ Multiple ethnic groups","ONS 5+2","1","%","657"
"Disability Living Allowance (care component) by ethnic group of head","2015/16-2017/18","Three-year average","Mixed/ Multiple ethnic groups","ONS 5+2","5","%","657"
"Disability Living Allowance (mobility component) by ethnic group of head","2015/16-2017/18","Three-year average","Mixed/ Multiple ethnic groups","ONS 5+2","4","%","657"
"Personal Independence Payment (daily living component) by ethnic group of head","2015/16-2017/18","Three-year average","Mixed/ Multiple ethnic groups","ONS 5+2","0","%","657"
"Personal Independence Payment (mobility component) by ethnic group of head","2015/16-2017/18","Three-year average","Mixed/ Multiple ethnic groups","ONS 5+2","0","%","657"
"Industrial Injuries Disablement Benefit by ethnic group of head","2015/16-2017/18","Three-year average","Mixed/ Multiple ethnic groups","ONS 5+2","0","%","657"
"Armed Forces Compensation Scheme by ethnic group of head","2015/16-2017/18","Three-year average","Mixed/ Multiple ethnic groups","ONS 5+2","0","%","657"
"All in receipt of state support by ethnic group of head","2015/16-2017/18","Three-year average","Asian/ Asian British","ONS 5+2","46","%","3,310"
"All in receipt of benefit by ethnic group of head","2015/16-2017/18","Three-year average","Asian/ Asian British","ONS 5+2","46","%","3,310"
"All in receipt of Tax Credits by ethnic group of head","2015/16-2017/18","Three-year average","Asian/ Asian British","ONS 5+2","15","%","3,310"
"On any income-related benefit by ethnic group of head","2015/16-2017/18","Three-year average","Asian/ Asian British","ONS 5+2","16","%","3,310"
"On any non-income-related benefit by ethnic group of head","2015/16-2017/18","Three-year average","Asian/ Asian British","ONS 5+2","42","%","3,310"
"Child Benefit by ethnic group of head","2015/16-2017/18","Three-year average","Asian/ Asian British","ONS 5+2","28","%","3,310"
"Working Tax Credit by ethnic group of head","2015/16-2017/18","Three-year average","Asian/ Asian British","ONS 5+2","9","%","3,310"
"Child Tax Credit by ethnic group of head","2015/16-2017/18","Three-year average","Asian/ Asian British","ONS 5+2","15","%","3,310"
"Income Support by ethnic group of head","2015/16-2017/18","Three-year average","Asian/ Asian British","ONS 5+2","2","%","3,310"
"Housing Benefit by ethnic group of head","2015/16-2017/18","Three-year average","Asian/ Asian British","ONS 5+2","10","%","3,310"
