"Table 3: Employment by occupation and ethnicity","","","","","","","","","","",""
"United Kingdom 2004 - 2018","","","","","","","","","","",""
"","","","","","","","","","","",""
"Measure","Time","Time_type","Ethnicity","Occupation","Occupation_Type","Value","Value_type","Denominator","Numerator","CI","Notes"
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","Mixed","2  'Professional Occupations'","SOC 2010","20","%","363300","74200","6.9",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","Mixed","3  'Associate Professional And Technical Occupations'","SOC 2010","17","%","363300","62500","7.06",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","Mixed","4  'Administrative And Secretarial Occupations'","SOC 2010","9","%","363300","33200","7.33",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","Mixed","5  'Skilled Trades Occupations'","SOC 2010","6","%","363300","20800","7.27",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","Mixed","6  'Caring, Leisure And Other Service Occupations'","SOC 2010","11","%","363300","40100","7.2",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","Mixed","7  'Sales And Customer Service Occupations'","SOC 2010","10","%","363300","35600","7.28",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","Mixed","8  'Process, Plant And Machine Operatives'","SOC 2010","5","%","363300","17200","7.54",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","Mixed","9  'Elementary Occupations'","SOC 2010","14","%","363300","50200","7.29",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","Asian Other","1  'Managers, Directors And Senior Officials'","SOC 2010","12","%","542100","64100","7.3",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","Asian Other","2  'Professional Occupations'","SOC 2010","24","%","542100","127300","6.45",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","Asian Other","3  'Associate Professional And Technical Occupations'","SOC 2010","12","%","542100","63600","7.46",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","Asian Other","4  'Administrative And Secretarial Occupations'","SOC 2010","9","%","542100","47200","7.16",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","Asian Other","5  'Skilled Trades Occupations'","SOC 2010","7","%","542100","38200","6.89",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","Asian Other","6  'Caring, Leisure And Other Service Occupations'","SOC 2010","9","%","542100","49300","6.67",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","Asian Other","7  'Sales And Customer Service Occupations'","SOC 2010","10","%","542100","52400","7.01",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","Asian Other","8  'Process, Plant And Machine Operatives'","SOC 2010","5","%","542100","28700","6.81",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","Asian Other","9  'Elementary Occupations'","SOC 2010","13","%","542100","71300","6.87",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","Other","1  'Managers, Directors And Senior Officials'","SOC 2010","9","%","495000","46700","7.32",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","Other","2  'Professional Occupations'","SOC 2010","25","%","495000","121300","6.87",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","Other","3  'Associate Professional And Technical Occupations'","SOC 2010","11","%","495000","52800","7.39",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","Other","4  'Administrative And Secretarial Occupations'","SOC 2010","8","%","495000","40000","7.49",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","Other","5  'Skilled Trades Occupations'","SOC 2010","10","%","495000","49700","7.6",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","Other","6  'Caring, Leisure And Other Service Occupations'","SOC 2010","9","%","495000","46200","7.18",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","Other","7  'Sales And Customer Service Occupations'","SOC 2010","6","%","495000","30500","7.43",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","Other","8  'Process, Plant And Machine Operatives'","SOC 2010","7","%","495000","35500","7.03",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","Other","9  'Elementary Occupations'","SOC 2010","15","%","495000","72200","7.11",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","Pakistani, Bangladeshi","1  'Managers, Directors And Senior Officials'","SOC 2010","11","%","657200","72800","6.07",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","Pakistani, Bangladeshi","2  'Professional Occupations'","SOC 2010","16","%","657200","104500","5.8",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","Pakistani, Bangladeshi","3  'Associate Professional And Technical Occupations'","SOC 2010","10","%","657200","63800","6.32",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","Pakistani, Bangladeshi","4  'Administrative And Secretarial Occupations'","SOC 2010","9","%","657200","62000","6.29",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","Pakistani, Bangladeshi","5  'Skilled Trades Occupations'","SOC 2010","7","%","657200","46300","6.42",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","Pakistani, Bangladeshi","6  'Caring, Leisure And Other Service Occupations'","SOC 2010","9","%","657200","55900","6.24",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","Pakistani, Bangladeshi","7  'Sales And Customer Service Occupations'","SOC 2010","13","%","657200","85800","6.25",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","Pakistani, Bangladeshi","8  'Process, Plant And Machine Operatives'","SOC 2010","14","%","657200","94300","5.83",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","Pakistani, Bangladeshi","9  'Elementary Occupations'","SOC 2010","11","%","657200","71800","6.18",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","White","1  'Managers, Directors And Senior Officials'","SOC 2010","11","%","28055400","3098500","0.8",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","White","2  'Professional Occupations'","SOC 2010","20","%","28055400","5568600","0.76",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","White","3  'Associate Professional And Technical Occupations'","SOC 2010","15","%","28055400","4098500","0.8",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","White","4  'Administrative And Secretarial Occupations'","SOC 2010","11","%","28055400","2972600","0.78",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","White","5  'Skilled Trades Occupations'","SOC 2010","11","%","28055400","3088000","0.79",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","White","6  'Caring, Leisure And Other Service Occupations'","SOC 2010","9","%","28055400","2527900","0.78",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","White","7  'Sales And Customer Service Occupations'","SOC 2010","7","%","28055400","2056100","0.8",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","White","8  'Process, Plant And Machine Operatives'","SOC 2010","6","%","28055400","1754000","0.79",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","White","9  'Elementary Occupations'","SOC 2010","10","%","28055400","2891100","0.79",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","White British","1  'Managers, Directors And Senior Officials'","SOC 2010","11","%","24892300","2789600","0.84",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","White British","2  'Professional Occupations'","SOC 2010","20","%","24892300","4919400","0.8",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","White British","3  'Associate Professional And Technical Occupations'","SOC 2010","15","%","24892300","3711400","0.84",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","White British","4  'Administrative And Secretarial Occupations'","SOC 2010","11","%","24892300","2731100","0.82",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","White British","5  'Skilled Trades Occupations'","SOC 2010","11","%","24892300","2738600","0.83",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","White British","6  'Caring, Leisure And Other Service Occupations'","SOC 2010","9","%","24892300","2291700","0.81",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","White British","7  'Sales And Customer Service Occupations'","SOC 2010","8","%","24892300","1896600","0.85",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","White British","8  'Process, Plant And Machine Operatives'","SOC 2010","6","%","24892300","1457400","0.83",""
