"Measure","Time","Time_type","Ethnicity","Occupation","Occupation_Type","Value","Value_type","Denominator","Numerator","CI","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","White Other","Sales And Customer Service Occupations","SOC 2010","5.0","%","3161900","159500","2.64","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","White Other","Process, Plant And Machine Operatives","SOC 2010","9.4","%","3161900","296400","2.52","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","White Other","Elementary Occupations","SOC 2010","16.9","%","3161900","534600","2.48","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2018","Year","All","Managers, Directors And Senior Officials","SOC 2010","10.8","%","32075000","3461100","0.51","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2018","Year","All","Professional Occupations","SOC 2010","20.7","%","32075000","6652100","0.49","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2018","Year","All","Associate Professional And Technical Occupations","SOC 2010","14.7","%","32075000","4704400","0.51","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2018","Year","All","Administrative And Secretarial Occupations","SOC 2010","10.2","%","32075000","3263400","0.50","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2018","Year","All","Skilled Trades Occupations","SOC 2010","10.2","%","32075000","3262700","0.50","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2018","Year","All","Caring, Leisure And Other Service Occupations","SOC 2010","9.1","%","32075000","2906100","0.50","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2018","Year","All","Sales And Customer Service Occupations","SOC 2010","7.6","%","32075000","2428800","0.52","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2018","Year","All","Process, Plant And Machine Operatives","SOC 2010","6.4","%","32075000","2047100","0.50","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2018","Year","All","Elementary Occupations","SOC 2010","10.4","%","32075000","3349200","0.50","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2018","Year","Asian","Managers, Directors And Senior Officials","SOC 2010","9.5","%","2108500","201100","3.60","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2018","Year","Asian","Professional Occupations","SOC 2010","26.9","%","2108500","567500","3.21","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2018","Year","Asian","Associate Professional And Technical Occupations","SOC 2010","12.0","%","2108500","252600","3.68","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2018","Year","Asian","Administrative And Secretarial Occupations","SOC 2010","8.7","%","2108500","184100","3.57","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2018","Year","Asian","Skilled Trades Occupations","SOC 2010","5.9","%","2108500","123800","3.62","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2018","Year","Asian","Caring, Leisure And Other Service Occupations","SOC 2010","7.5","%","2108500","158600","3.45","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2018","Year","Asian","Sales And Customer Service Occupations","SOC 2010","10.1","%","2108500","212600","3.59","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2018","Year","Asian","Process, Plant And Machine Operatives","SOC 2010","8.6","%","2108500","180400","3.41","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2018","Year","Asian","Elementary Occupations","SOC 2010","10.8","%","2108500","227700","3.48","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2018","Year","Black","Managers, Directors And Senior Officials","SOC 2010","5.4","%","952100","51700","5.67","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2018","Year","Black","Professional Occupations","SOC 2010","21.1","%","952100","201200","5.15","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2018","Year","Black","Associate Professional And Technical Occupations","SOC 2010","11.6","%","952100","110300","5.69","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2018","Year","Black","Administrative And Secretarial Occupations","SOC 2010","9.0","%","952100","85800","5.74","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2018","Year","Black","Skilled Trades Occupations","SOC 2010","5.7","%","952100","54700","5.79","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2018","Year","Black","Caring, Leisure And Other Service Occupations","SOC 2010","17.8","%","952100","169400","5.19","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2018","Year","Black","Sales And Customer Service Occupations","SOC 2010","6.8","%","952100","64300","5.94","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2018","Year","Black","Process, Plant And Machine Operatives","SOC 2010","6.8","%","952100","64700","5.73","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2018","Year","Black","Elementary Occupations","SOC 2010","15.8","%","952100","150100","5.39","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2018","Year","Indian","Managers, Directors And Senior Officials","SOC 2010","10.7","%","873500","93200","5.64","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2018","Year","Indian","Professional Occupations","SOC 2010","33.3","%","873500","290600","4.70","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2018","Year","Indian","Associate Professional And Technical Occupations","SOC 2010","14.1","%","873500","123500","5.75","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2018","Year","Indian","Administrative And Secretarial Occupations","SOC 2010","9.2","%","873500","80000","5.47","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2018","Year","Indian","Skilled Trades Occupations","SOC 2010","4.5","%","873500","39500","5.84","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2018","Year","Indian","Caring, Leisure And Other Service Occupations","SOC 2010","6.5","%","873500","56900","5.33","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2018","Year","Indian","Sales And Customer Service Occupations","SOC 2010","7.3","%","873500","63500","5.44","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2018","Year","Indian","Process, Plant And Machine Operatives","SOC 2010","5.2","%","873500","45100","5.11","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2018","Year","Indian","Elementary Occupations","SOC 2010","9.3","%","873500","81200","5.39","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2018","Year","Mixed/Multiple ethnic groups","Managers, Directors And Senior Officials","SOC 2010","8.6","%","368200","31800","7.28","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2018","Year","Mixed/Multiple ethnic groups","Professional Occupations","SOC 2010","23.2","%","368200","85600","7.07","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2018","Year","Mixed/Multiple ethnic groups","Associate Professional And Technical Occupations","SOC 2010","18.6","%","368200","68600","7.58","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2018","Year","Mixed/Multiple ethnic groups","Administrative And Secretarial Occupations","SOC 2010","8.5","%","368200","31400","7.42","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2018","Year","Mixed/Multiple ethnic groups","Skilled Trades Occupations","SOC 2010","5.8","%","368200","21400","7.23","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2018","Year","Mixed/Multiple ethnic groups","Caring, Leisure And Other Service Occupations","SOC 2010","9.1","%","368200","33500","7.00","","","","","","",""
