"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Geography","Geography_type","Geography_code","Gender","FSM","SEN_type","SEN_grouping","Admission_type","School_characteristic","Religious_denomination","Value","Denominator","Numerator"
"Average Attainment 8 score","White","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","All","All","State-funded mainstream","All","50.7","407628","20669556.04"
"Average Attainment 8 score","White","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","All","non-selective schools in highly selective areas","State-funded mainstream","All","45.7","27599","1262540.77"
"Average Attainment 8 score","White","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","All","non-selective schools in other areas","State-funded mainstream","All","50.1","363779","18237433.88"
"Average Attainment 8 score","White","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","All","selective schools","State-funded mainstream","All","72.3","16169","1169145.39"
"Average Attainment 8 score","White","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","All","All","State-funded special schools","All","3.7","8876","32412.75"
"Average Attainment 8 score","White","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","All","All","Studio Schools","All","41.6","865","35991.75"
"Average Attainment 8 score","White","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","All","All","University Technical Colleges (UTCs)","All","44.4","2638","117062.25"
"Average Attainment 8 score","White","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","All","All","State-funded mainstream","Church of England","51.5","22217","1144927.88"
"Average Attainment 8 score","White","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","All","All","State-funded mainstream","Hindu","!","6","!"
"Average Attainment 8 score","White","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","All","All","State-funded mainstream","Jewish","62.3","990","61681.25"
"Average Attainment 8 score","White","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","All","All","State-funded mainstream","Muslim","62.1","8","497"
"Average Attainment 8 score","White","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","All","All","State-funded mainstream","No religious character","50.4","340269","17144514.1"
"Average Attainment 8 score","White","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","All","All","State-funded mainstream","Other Christian faith","52.6","7252","381660.88"
"Average Attainment 8 score","White","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","All","All","State-funded mainstream","Roman catholic","52.6","36799","1935313.43"
"Average Attainment 8 score","White","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","All","All","State-funded mainstream","Sikh","41.9","6","251.5"
"Average Attainment 8 score","Other","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","FSM","All","All","All","All state-funded","All","44.8","2783","124589.65"
"Average Attainment 8 score","Other","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","Non-FSM","All","All","All","All state-funded","All","52.7","7739","407930.06"
"Average Attainment 8 score","White","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","All","Academies and free schools","All","48.4","158992","7702256.36"
"Average Attainment 8 score","Other","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","All","All state-funded","All","47.2","5445","256862.16"
"Average Attainment 8 score","White","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","No SEN","All","All","All state-funded","All","51.2","171888","8801425.5"
"Average Attainment 8 score","White","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","SEN State EHC","All","All","All state-funded","All","15.7","12311","193182"
"Average Attainment 8 score","White","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","SEN Supp","All","All","All state-funded","All","35.1","28570","1001580.25"
"Average Attainment 8 score","White","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","Any SEN","All","All state-funded","All","29.2","40881","1194762.25"
"Average Attainment 8 score","White","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","No identified SEN","All","All state-funded","All","51.2","171888","8801425.5"
"Average Attainment 8 score","White","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","All","Converter Academies","All","50.6","111323","5632214.61"
"Average Attainment 8 score","White","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","All","FE 14-16 Colleges","All","5.3","62","328"
"Average Attainment 8 score","White","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","All","Free Schools","All","48.8","2944","143744"
"Average Attainment 8 score","White","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","All","LA maintained mainstream","All","47.9","47063","2254570.39"
"Average Attainment 8 score","White","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","All","Sponsored Academies","All","43.1","42349","1824255.25"
"Average Attainment 8 score","White","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","All","State-funded mainstream","All","48.3","206332","9969373.5"
"Average Attainment 8 score","White","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","non-selective schools in highly selective areas","State-funded mainstream","All","43.5","13967","607439.5"
"Average Attainment 8 score","White","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","non-selective schools in other areas","State-funded mainstream","All","47.7","184304","8793189.95"
"Average Attainment 8 score","White","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","selective schools","State-funded mainstream","All","71.1","7999","568416.05"
"Average Attainment 8 score","White","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","All","State-funded special schools","All","4.2","6479","27007.25"
"Average Attainment 8 score","White","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","All","Studio Schools","All","40.5","470","19030.25"
"Average Attainment 8 score","White","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","All","University Technical Colleges (UTCs)","All","43.6","1906","83012.25"
"Average Attainment 8 score","White","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","All","State-funded mainstream","Church of England","49.3","11275","555670.75"
"Average Attainment 8 score","White","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","All","State-funded mainstream","Hindu","!","4","!"
"Average Attainment 8 score","White","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","All","State-funded mainstream","Jewish","60","439","26352.75"
"Average Attainment 8 score","White","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","All","State-funded mainstream","Muslim","61","2","122"
"Average Attainment 8 score","White","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","All","State-funded mainstream","No religious character","48","172702","8286210.61"
"Average Attainment 8 score","White","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","All","State-funded mainstream","Other Christian faith","51.1","3766","192422.5"
"Average Attainment 8 score","White","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","All","State-funded mainstream","Roman catholic","50.2","18080","908054.89"
"Average Attainment 8 score","White","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","All","State-funded mainstream","Sikh","36.5","2","73"
"Average Attainment 8 score","White","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","FSM","All","All","All","All state-funded","All","32.9","30270","995563.38"
"Average Attainment 8 score","White","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","Non-FSM","All","All","All","All state-funded","All","49.3","182541","9000817.37"
"Average Attainment 8 score","White","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","All","All","Academies and free schools","All","53.3","154640","8241582.96"
"Average Attainment 8 score","Other","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","All","All","All state-funded","All","54.3","5077","275657.55"
"Average Attainment 8 score","White","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","No SEN","All","All","All state-funded","All","55.1","179904","9910591.51"
"Average Attainment 8 score","White","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","SEN State EHC","All","All","All state-funded","All","13.9","4681","65269.76"
"Average Attainment 8 score","White","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","SEN Supp","All","All","All state-funded","All","38.2","19092","729637.77"
"Average Attainment 8 score","White","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","Any SEN","All","All state-funded","All","33.4","23773","794907.53"
"Average Attainment 8 score","White","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","No identified SEN","All","All state-funded","All","55.1","179904","9910591.51"
"Average Attainment 8 score","White","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","All","All","Converter Academies","All","55.4","110320","6113404.69"
"Average Attainment 8 score","White","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","All","All","FE 14-16 Colleges","All","5.7","19","108"
