"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Geography","Geography_type","Geography_code","Gender","Gender_type","Qualification_level","Destination","Value","Value_type","Denominator","Numerator"
"Student destinations after 16 to 18 study","Mixed","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","All","No sustained education/employment","14","% of cohort","21351","3008"
"Student destinations after 16 to 18 study","Mixed","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","Level 3","No sustained education/employment","9","% of cohort","16135","1503"
"Student destinations after 16 to 18 study","Mixed","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","All other qualifications","No sustained education/employment","34","% of cohort","2670","920"
"Student destinations after 16 to 18 study","Mixed","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","Level 2","No sustained education/employment","23","% of cohort","2546","585"
"Student destinations after 16 to 18 study","Mixed","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","Level 2 approved","No sustained education/employment","22","% of cohort","2037","439"
"Student destinations after 16 to 18 study","Mixed","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","Level 3 approved","No sustained education/employment","9","% of cohort","15936","1471"
"Student destinations after 16 to 18 study","Mixed","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","Other qualifications","No sustained education/employment","34","% of cohort","1299","437"
"Student destinations after 16 to 18 study","Mixed","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","Level 2 other","No sustained education/employment","29","% of cohort","509","146"
"Student destinations after 16 to 18 study","Mixed","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","Level 3 other","No sustained education/employment","16","% of cohort","199","32"
"Student destinations after 16 to 18 study","Mixed","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","Level 1 and entry level","No sustained education/employment","35","% of cohort","1371","483"
"Student destinations after 16 to 18 study","Mixed","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","All","Unknown","6","% of cohort","21351","1240"
"Student destinations after 16 to 18 study","Mixed","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","Level 3","Unknown","4","% of cohort","16135","670"
"Student destinations after 16 to 18 study","Mixed","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","All other qualifications","Unknown","14","% of cohort","2670","368"
"Student destinations after 16 to 18 study","Mixed","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","Level 2","Unknown","8","% of cohort","2546","202"
"Student destinations after 16 to 18 study","Mixed","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","Level 2 approved","Unknown","7","% of cohort","2037","135"
"Student destinations after 16 to 18 study","Mixed","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","Level 3 approved","Unknown","4","% of cohort","15936","662"
"Student destinations after 16 to 18 study","Mixed","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","Other qualifications","Unknown","16","% of cohort","1299","203"
"Student destinations after 16 to 18 study","Mixed","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","Level 2 other","Unknown","13","% of cohort","509","67"
"Student destinations after 16 to 18 study","Mixed","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","Level 3 other","Unknown","4","% of cohort","199","8"
"Student destinations after 16 to 18 study","Mixed","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","Level 1 and entry level","Unknown","12","% of cohort","1371","165"
"Student destinations after 16 to 18 study","Other","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","All","Education or employment","80","% of cohort","7533","6061"
"Student destinations after 16 to 18 study","Other","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","Level 2","Education or employment","68","% of cohort","825","560"
"Student destinations after 16 to 18 study","Other","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","All other qualifications","Education or employment","48","% of cohort","792","383"
"Student destinations after 16 to 18 study","Other","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","Level 3","Education or employment","87","% of cohort","5916","5118"
"Student destinations after 16 to 18 study","Other","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","Other qualifications","Education or employment","39","% of cohort","306","118"
"Student destinations after 16 to 18 study","Other","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","Level 2 approved","Education or employment","73","% of cohort","627","459"
"Student destinations after 16 to 18 study","Other","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","Level 3 other","Education or employment","80","% of cohort","41","33"
"Student destinations after 16 to 18 study","Other","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","Level 2 other","Education or employment","51","% of cohort","198","101"
"Student destinations after 16 to 18 study","Other","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","Level 3 approved","Education or employment","87","% of cohort","5875","5085"
"Student destinations after 16 to 18 study","Other","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","Level 1 and entry level","Education or employment","55","% of cohort","486","265"
"Student destinations after 16 to 18 study","Other","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","All","Education","65","% of cohort","7533","4915"
"Student destinations after 16 to 18 study","Other","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","Level 2","Education","44","% of cohort","825","360"
"Student destinations after 16 to 18 study","Other","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","All other qualifications","Education","26","% of cohort","792","205"
"Student destinations after 16 to 18 study","Other","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","Level 3","Education","74","% of cohort","5916","4350"
"Student destinations after 16 to 18 study","Other","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","Other qualifications","Education","9","% of cohort","306","29"
"Student destinations after 16 to 18 study","Other","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","Level 2 approved","Education","46","% of cohort","627","290"
"Student destinations after 16 to 18 study","Other","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","Level 3 other","Education","46","% of cohort","41","19"
"Student destinations after 16 to 18 study","Other","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","Level 2 other","Education","35","% of cohort","198","70"
"Student destinations after 16 to 18 study","Other","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","Level 3 approved","Education","74","% of cohort","5875","4331"
"Student destinations after 16 to 18 study","Other","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","Level 1 and entry level","Education","36","% of cohort","486","176"
"Student destinations after 16 to 18 study","Other","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","All","Apprenticeships","3","% of cohort","7533","213"
"Student destinations after 16 to 18 study","Other","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","Level 2","Apprenticeships","6","% of cohort","825","47"
"Student destinations after 16 to 18 study","Other","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","All other qualifications","Apprenticeships","6","% of cohort","792","47"
"Student destinations after 16 to 18 study","Other","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","Level 3","Apprenticeships","2","% of cohort","5916","119"
"Student destinations after 16 to 18 study","Other","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","Other qualifications","Apprenticeships","9","% of cohort","306","28"
