"Measure","Academic_Year","Time","Time_type","Ethnicity","Ethnicity_type","Geography","Geography_type","ONS geography code","Gender","FSM","SEN","Admission_Basis","Type_of_school","Religious_character","Value","Value_Type","Denominator"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","Pupils eligible for FSM","All Pupils","All Pupils","All state-funded schools","All Pupils","19.6","%","21607"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","White - Any other","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","All other pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","46.8","%","11732"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","White - Any other","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","All Pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","45.4","%","12863"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","White - Any other","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","Pupils eligible for FSM","All Pupils","All Pupils","All state-funded schools","All Pupils","31.1","%","1131"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","White - Gypsy/Roma","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","All other pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","9.1","%","416"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","White - Gypsy/Roma","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","All Pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","7.3","%","590"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","White - Gypsy/Roma","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","Pupils eligible for FSM","All Pupils","All Pupils","All state-funded schools","All Pupils","2.9","%","174"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","White - Irish Traveller","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","All other pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","14.3","%","21"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","White - Irish Traveller","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","All Pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","10.7","%","56"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","White - Irish Traveller","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","Pupils eligible for FSM","All Pupils","All Pupils","All state-funded schools","All Pupils","8.6","%","35"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","White - British","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","All other pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","49.8","%","159702"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","White - British","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","All Pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","46.3","%","179874"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","White - British","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","Pupils eligible for FSM","All Pupils","All Pupils","All state-funded schools","All Pupils","19.1","%","20172"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","White - Irish","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","All other pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","60.9","%","719"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","White - Irish","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","All Pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","57.2","%","814"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","White - Irish","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","Pupils eligible for FSM","All Pupils","All Pupils","All state-funded schools","All Pupils","29.5","%","95"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","All Pupils","Ethnicities used by the National Pupil Database (19)","England","Country","E92000003","All Pupils","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","All Pupils","44.1","%","513356"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Asian","Ethnicities used by the National Pupil Database (19)","England","Country","E92000004","All Pupils","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","All Pupils","50.9","%","55026"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Black","Ethnicities used by the National Pupil Database (19)","England","Country","E92000005","All Pupils","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","All Pupils","39.6","%","28333"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Chinese","Ethnicities used by the National Pupil Database (19)","England","Country","E92000006","All Pupils","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","All Pupils","76.1","%","1853"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Mixed","Ethnicities used by the National Pupil Database (19)","England","Country","E92000007","All Pupils","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","All Pupils","44.6","%","24142"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","White","Ethnicities used by the National Pupil Database (19)","England","Country","E92000008","All Pupils","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","All Pupils","43.5","%","388496"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","All Pupils","Ethnicities used by the National Pupil Database (19)","England","Country","E92000009","Boys","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","All Pupils","41.1","%","259426"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Asian","Ethnicities used by the National Pupil Database (19)","England","Country","E92000010","Boys","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","All Pupils","48.9","%","28056"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Black","Ethnicities used by the National Pupil Database (19)","England","Country","E92000011","Boys","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","All Pupils","35.6","%","13883"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Chinese","Ethnicities used by the National Pupil Database (19)","England","Country","E92000012","Boys","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","All Pupils","73.1","%","887"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Mixed","Ethnicities used by the National Pupil Database (19)","England","Country","E92000013","Boys","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","All Pupils","42","%","12068"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","White","Ethnicities used by the National Pupil Database (19)","England","Country","E92000014","Boys","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","All Pupils","40.4","%","196470"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","All Pupils","Ethnicities used by the National Pupil Database (19)","England","Country","E92000015","Girls","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","All Pupils","47.2","%","253930"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Asian","Ethnicities used by the National Pupil Database (19)","England","Country","E92000016","Girls","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","All Pupils","53","%","26970"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Black","Ethnicities used by the National Pupil Database (19)","England","Country","E92000017","Girls","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","All Pupils","43.4","%","14450"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Chinese","Ethnicities used by the National Pupil Database (19)","England","Country","E92000018","Girls","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","All Pupils","79","%","966"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Mixed","Ethnicities used by the National Pupil Database (19)","England","Country","E92000019","Girls","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","All Pupils","47.2","%","12074"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","White","Ethnicities used by the National Pupil Database (19)","England","Country","E92000020","Girls","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","All Pupils","46.7","%","192026"
