"Measure","Time","Time_type","Ethnicity","Industry","SIC","Value","Value_type","Denominator","Numerator","CI"
"Proportion of ethnic group who are employed, split by industry","2020","Year","Other","A - Agriculture, forestry and fishing","SIC 07","-","%","-","-",""
"Proportion of ethnic group who are employed, split by industry","2020","Year","Other","B,D,E - Energy and water","SIC 07","1.3","%","479700","6300",""
"Proportion of ethnic group who are employed, split by industry","2020","Year","Other","C -Manufacturing","SIC 07","7.2","%","479700","34700",""
"Proportion of ethnic group who are employed, split by industry","2020","Year","Other","F - Construction","SIC 07","4","%","479700","18900",""
"Proportion of ethnic group who are employed, split by industry","2020","Year","Other","G,I -Distribution, hotels and restaurants","SIC 07","17.6","%","479700","84400",""
"Proportion of ethnic group who are employed, split by industry","2020","Year","Other","H,J -Transport and communication","SIC 07","10.9","%","479700","52300",""
"Proportion of ethnic group who are employed, split by industry","2020","Year","Other","K,L,M,N_-_Banking_and_finance","SIC 07","22","%","479700","105500",""
"Proportion of ethnic group who are employed, split by industry","2020","Year","Other","O,P,Q - Public admin, education and health","SIC 07","32.6","%","479700","156100",""
"Proportion of ethnic group who are employed, split by industry","2020","Year","Other","R,S,T,U - Other services","SIC 07","4.3","%","479700","20800",""
"Proportion of ethnic group who are employed, split by industry","2020","Year","Pakistani/ Bangladeshi","A - Agriculture, forestry and fishing","SIC 07","-","%","-","-",""
"Proportion of ethnic group who are employed, split by industry","2020","Year","Pakistani/ Bangladeshi","B,D,E - Energy and water","SIC 07","0.5","%","610700","3200",""
"Proportion of ethnic group who are employed, split by industry","2020","Year","Pakistani/ Bangladeshi","C -Manufacturing","SIC 07","6.6","%","610700","40100",""
"Proportion of ethnic group who are employed, split by industry","2020","Year","Pakistani/ Bangladeshi","F - Construction","SIC 07","2.7","%","610700","16400",""
"Proportion of ethnic group who are employed, split by industry","2020","Year","Pakistani/ Bangladeshi","G,I -Distribution, hotels and restaurants","SIC 07","26.5","%","610700","162000",""
"Proportion of ethnic group who are employed, split by industry","2020","Year","Pakistani/ Bangladeshi","H,J -Transport and communication","SIC 07","16.5","%","610700","101000",""
"Proportion of ethnic group who are employed, split by industry","2020","Year","Pakistani/ Bangladeshi","K,L,M,N_-_Banking_and_finance","SIC 07","14.6","%","610700","89000",""
"Proportion of ethnic group who are employed, split by industry","2020","Year","Pakistani/ Bangladeshi","O,P,Q - Public admin, education and health","SIC 07","30.3","%","610700","184700",""
"Proportion of ethnic group who are employed, split by industry","2020","Year","Pakistani/ Bangladeshi","R,S,T,U - Other services","SIC 07","2.3","%","610700","14100",""
"Proportion of ethnic group who are employed, split by industry","2020","Year","White","A - Agriculture, forestry and fishing","SIC 07","1","%","27328400","279400",""
"Proportion of ethnic group who are employed, split by industry","2020","Year","White","B,D,E - Energy and water","SIC 07","1.8","%","27328400","499900",""
"Proportion of ethnic group who are employed, split by industry","2020","Year","White","C -Manufacturing","SIC 07","9.1","%","27328400","2485400",""
"Proportion of ethnic group who are employed, split by industry","2020","Year","White","F - Construction","SIC 07","7.1","%","27328400","1933600",""
"Proportion of ethnic group who are employed, split by industry","2020","Year","White","G,I -Distribution, hotels and restaurants","SIC 07","17","%","27328400","4634900",""
"Proportion of ethnic group who are employed, split by industry","2020","Year","White","H,J -Transport and communication","SIC 07","8.9","%","27328400","2442100",""
"Proportion of ethnic group who are employed, split by industry","2020","Year","White","K,L,M,N_-_Banking_and_finance","SIC 07","18.2","%","27328400","4974400",""
"Proportion of ethnic group who are employed, split by industry","2020","Year","White","O,P,Q - Public admin, education and health","SIC 07","30.8","%","27328400","8425300",""
"Proportion of ethnic group who are employed, split by industry","2020","Year","White","R,S,T,U - Other services","SIC 07","6","%","27328400","1653300",""
"Proportion of ethnic group who are employed, split by industry","2020","Year","White British","A - Agriculture, forestry and fishing","SIC 07","1.1","%","24774900","265800",""
"Proportion of ethnic group who are employed, split by industry","2020","Year","White British","B,D,E - Energy and water","SIC 07","1.9","%","24774900","473800",""
"Proportion of ethnic group who are employed, split by industry","2020","Year","White British","C -Manufacturing","SIC 07","9","%","24774900","2228400",""
"Proportion of ethnic group who are employed, split by industry","2020","Year","White British","F - Construction","SIC 07","7.2","%","24774900","1775900",""
"Proportion of ethnic group who are employed, split by industry","2020","Year","White British","G,I -Distribution, hotels and restaurants","SIC 07","16.7","%","24774900","4125900",""
"Proportion of ethnic group who are employed, split by industry","2020","Year","White British","H,J -Transport and communication","SIC 07","8.5","%","24774900","2117200",""
"Proportion of ethnic group who are employed, split by industry","2020","Year","White British","K,L,M,N_-_Banking_and_finance","SIC 07","17.8","%","24774900","4417000",""
"Proportion of ethnic group who are employed, split by industry","2020","Year","White British","O,P,Q - Public admin, education and health","SIC 07","31.6","%","24774900","7835300",""
"Proportion of ethnic group who are employed, split by industry","2020","Year","White British","R,S,T,U - Other services","SIC 07","6.2","%","24774900","1535700",""
"Proportion of ethnic group who are employed, split by industry","2020","Year","White Irish","A - Agriculture, forestry and fishing","SIC 07","-","%","-","-",""
"Proportion of ethnic group who are employed, split by industry","2020","Year","White Irish","B,D,E - Energy and water","SIC 07","-","%","-","-",""
"Proportion of ethnic group who are employed, split by industry","2020","Year","White Irish","C -Manufacturing","SIC 07","5.4","%","226200","12200",""
"Proportion of ethnic group who are employed, split by industry","2020","Year","White Irish","F - Construction","SIC 07","10.4","%","226200","23500",""
"Proportion of ethnic group who are employed, split by industry","2020","Year","White Irish","G,I -Distribution, hotels and restaurants","SIC 07","8.4","%","226200","19000",""
"Proportion of ethnic group who are employed, split by industry","2020","Year","White Irish","H,J -Transport and communication","SIC 07","12","%","226200","27100",""
"Proportion of ethnic group who are employed, split by industry","2020","Year","White Irish","K,L,M,N_-_Banking_and_finance","SIC 07","20.9","%","226200","47400",""
"Proportion of ethnic group who are employed, split by industry","2020","Year","White Irish","O,P,Q - Public admin, education and health","SIC 07","38.1","%","226200","86300",""
"Proportion of ethnic group who are employed, split by industry","2020","Year","White Irish","R,S,T,U - Other services","SIC 07","4.1","%","226200","9200",""
"Proportion of ethnic group who are employed, split by industry","2020","Year","White Other","A - Agriculture, forestry and fishing","SIC 07","0.6","%","2328000","12900",""
"Proportion of ethnic group who are employed, split by industry","2020","Year","White Other","B,D,E - Energy and water","SIC 07","1.1","%","2328000","25600",""
"Proportion of ethnic group who are employed, split by industry","2020","Year","White Other","C -Manufacturing","SIC 07","10.5","%","2328000","244800",""
"Proportion of ethnic group who are employed, split by industry","2020","Year","White Other","F - Construction","SIC 07","5.8","%","2328000","134300",""
"Proportion of ethnic group who are employed, split by industry","2020","Year","White Other","G,I -Distribution, hotels and restaurants","SIC 07","21.1","%","2328000","490100",""
"Proportion of ethnic group who are employed, split by industry","2020","Year","White Other","H,J -Transport and communication","SIC 07","12.8","%","2328000","297900",""
"Proportion of ethnic group who are employed, split by industry","2020","Year","White Other","K,L,M,N_-_Banking_and_finance","SIC 07","21.9","%","2328000","510200",""
"Proportion of ethnic group who are employed, split by industry","2020","Year","White Other","O,P,Q - Public admin, education and health","SIC 07","21.6","%","2328000","503900",""
"Proportion of ethnic group who are employed, split by industry","2020","Year","White Other","R,S,T,U - Other services","SIC 07","4.7","%","2328000","108300",""
"Proportion of ethnic group who are employed, split by industry","2021","Year","All","A - Agriculture, forestry and fishing","SIC 07","0.8","%","31122400","260900",""
"Proportion of ethnic group who are employed, split by industry","2021","Year","All","B,D,E - Energy and water","SIC 07","1.8","%","31122400","558000",""
"Proportion of ethnic group who are employed, split by industry","2021","Year","All","C -Manufacturing","SIC 07","8.5","%","31122400","2659400",""
"Proportion of ethnic group who are employed, split by industry","2021","Year","All","F - Construction","SIC 07","6.5","%","31122400","2012000",""
"Proportion of ethnic group who are employed, split by industry","2021","Year","All","G,I -Distribution, hotels and restaurants","SIC 07","16.4","%","31122400","5106400",""
"Proportion of ethnic group who are employed, split by industry","2021","Year","All","H,J -Transport and communication","SIC 07","9.7","%","31122400","3016400",""
"Proportion of ethnic group who are employed, split by industry","2021","Year","All","K,L,M,N_-_Banking_and_finance","SIC 07","18.3","%","31122400","5683700",""
"Proportion of ethnic group who are employed, split by industry","2021","Year","All","O,P,Q - Public admin, education and health","SIC 07","32.2","%","31122400","10034900",""
"Proportion of ethnic group who are employed, split by industry","2021","Year","All","R,S,T,U - Other services","SIC 07","5.8","%","31122400","1790600",""
"Proportion of ethnic group who are employed, split by industry","2021","Year","Asian","A - Agriculture, forestry and fishing","SIC 07","0.1","%","2200200","3200",""
"Proportion of ethnic group who are employed, split by industry","2021","Year","Asian","B,D,E - Energy and water","SIC 07","1","%","2200200","21800",""
"Proportion of ethnic group who are employed, split by industry","2021","Year","Asian","C -Manufacturing","SIC 07","6.5","%","2200200","141900",""
"Proportion of ethnic group who are employed, split by industry","2021","Year","Asian","F - Construction","SIC 07","2.7","%","2200200","60000",""
