"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Geography","Geography_type","Geography code","Gender","Age","Socio-economic classification","Household income","Value","Value_type","Sample size"
"Confidence in police - Crime Survey England and Wales","Mixed white and black caribbean","ONS 2011 18 + 1","2013/14","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","68.9","%","118"
"Confidence in police - Crime Survey England and Wales","Other","ONS 2011  5 + 1","2013/14","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","77.4","%","232"
"Confidence in police - Crime Survey England and Wales","Pakistani","ONS 2011 18 + 1","2013/14","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","72.2","%","397"
"Confidence in police - Crime Survey England and Wales","White","ONS 2011  5 + 1","2013/14","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","75.9","%","31725"
"Confidence in police - Crime Survey England and Wales","White British","ONS 2011 18 + 1","2013/14","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","75.5","%","29836"
"Confidence in police - Crime Survey England and Wales","White Irish","ONS 2011 18 + 1","2013/14","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","81.4","%","319"
"Confidence in police - Crime Survey England and Wales","All","All","2014/15","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","75.7","%","33015"
"Confidence in police - Crime Survey England and Wales","Any other asian","ONS 2011 18 + 1","2014/15","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","80.8","%","320"
"Confidence in police - Crime Survey England and Wales","Any other black background","ONS 2011 18 + 1","2014/15","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","65.1","%","57"
"Confidence in police - Crime Survey England and Wales","Any other ethnic group","ONS 2011 18 + 1","2014/15","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","72.9","%","149"
"Confidence in police - Crime Survey England and Wales","Any other mixed/multiple ethnic background","ONS 2011 18 + 1","2014/15","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","58.6","%","75"
"Confidence in police - Crime Survey England and Wales","Any other white background","ONS 2011 18 + 1","2014/15","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","81.5","%","1403"
"Confidence in police - Crime Survey England and Wales","Arab","ONS 2011 18 + 1","2014/15","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","82.5","%","82"
"Confidence in police - Crime Survey England and Wales","Asian","ONS 2011  5 + 1","2014/15","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","78.2","%","1626"
"Confidence in police - Crime Survey England and Wales","Bangladeshi","ONS 2011 18 + 1","2014/15","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","82.4","%","122"
"Confidence in police - Crime Survey England and Wales","Black","ONS 2011  5 + 1","2014/15","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","70.6","%","894"
"Confidence in police - Crime Survey England and Wales","Black african","ONS 2011 18 + 1","2014/15","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","76.9","%","523"
"Confidence in police - Crime Survey England and Wales","Black caribbean","ONS 2011 18 + 1","2014/15","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","60.1","%","314"
"Confidence in police - Crime Survey England and Wales","Chinese","ONS 2011 18 + 1","2014/15","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","77.5","%","134"
"Confidence in police - Crime Survey England and Wales","Gypsy or Irish traveller","ONS 2011 18 + 1","2014/15","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","?","%","10"
"Confidence in police - Crime Survey England and Wales","Indian","ONS 2011 18 + 1","2014/15","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","80.6","%","665"
"Confidence in police - Crime Survey England and Wales","Mixed","ONS 2011  5 + 1","2014/15","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","64.5","%","304"
"Confidence in police - Crime Survey England and Wales","Mixed white and asian","ONS 2011 18 + 1","2014/15","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","73.3","%","87"
"Confidence in police - Crime Survey England and Wales","Mixed white and black african","ONS 2011 18 + 1","2014/15","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","?","%","44"
"Confidence in police - Crime Survey England and Wales","Mixed white and black caribbean","ONS 2011 18 + 1","2014/15","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","68","%","98"
"Confidence in police - Crime Survey England and Wales","Other","ONS 2011  5 + 1","2014/15","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","76.5","%","231"
"Confidence in police - Crime Survey England and Wales","Pakistani","ONS 2011 18 + 1","2014/15","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","71.5","%","385"
"Confidence in police - Crime Survey England and Wales","White","ONS 2011  5 + 1","2014/15","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","75.9","%","29917"
"Confidence in police - Crime Survey England and Wales","White British","ONS 2011 18 + 1","2014/15","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","75.5","%","28209"
"Confidence in police - Crime Survey England and Wales","White Irish","ONS 2011 18 + 1","2014/15","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","80.1","%","295"
"Confidence in police - Crime Survey England and Wales","All","All","2015/16","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","78.5","%","34922"
"Confidence in police - Crime Survey England and Wales","Any other asian","ONS 2011 18 + 1","2015/16","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","84.4","%","329"
"Confidence in police - Crime Survey England and Wales","Any other black background","ONS 2011 18 + 1","2015/16","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","62.5","%","61"
"Confidence in police - Crime Survey England and Wales","Any other ethnic group","ONS 2011 18 + 1","2015/16","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","80.9","%","155"
"Confidence in police - Crime Survey England and Wales","Any other mixed/multiple ethnic background","ONS 2011 18 + 1","2015/16","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","71.7","%","90"
"Confidence in police - Crime Survey England and Wales","Any other white background","ONS 2011 18 + 1","2015/16","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","84.6","%","1641"
"Confidence in police - Crime Survey England and Wales","Arab","ONS 2011 18 + 1","2015/16","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","79.9","%","86"
"Confidence in police - Crime Survey England and Wales","Asian","ONS 2011  5 + 1","2015/16","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","79.3","%","1770"
"Confidence in police - Crime Survey England and Wales","Bangladeshi","ONS 2011 18 + 1","2015/16","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","76.7","%","133"
"Confidence in police - Crime Survey England and Wales","Black","ONS 2011  5 + 1","2015/16","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","72.8","%","882"
"Confidence in police - Crime Survey England and Wales","Black african","ONS 2011 18 + 1","2015/16","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","79.2","%","518"
"Confidence in police - Crime Survey England and Wales","Black caribbean","ONS 2011 18 + 1","2015/16","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","62.1","%","303"
"Confidence in police - Crime Survey England and Wales","Chinese","ONS 2011 18 + 1","2015/16","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","80.5","%","171"
"Confidence in police - Crime Survey England and Wales","Gypsy or Irish traveller","ONS 2011 18 + 1","2015/16","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","?","%","15"
"Confidence in police - Crime Survey England and Wales","Indian","ONS 2011 18 + 1","2015/16","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","80.6","%","712"
"Confidence in police - Crime Survey England and Wales","Mixed","ONS 2011  5 + 1","2015/16","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","72.2","%","359"
"Confidence in police - Crime Survey England and Wales","Mixed white and asian","ONS 2011 18 + 1","2015/16","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","76","%","93"
"Confidence in police - Crime Survey England and Wales","Mixed white and black african","ONS 2011 18 + 1","2015/16","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","?","%","44"
"Confidence in police - Crime Survey England and Wales","Mixed white and black caribbean","ONS 2011 18 + 1","2015/16","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","66.2","%","132"
"Confidence in police - Crime Survey England and Wales","Other","ONS 2011  5 + 1","2015/16","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","80.5","%","241"
