"Measure","Time","Type_type","Ethnicity","Ethnicity_Type","Local Authority","School type","Value","Denominator","Numerator"
"Persistent Absence Rate","2017/18","Academic year","Chinese","ONS 5+1","Somerset","","7.6","105","8"
"Persistent Absence Rate","2017/18","Academic year","Mixed","ONS 5+1","Somerset","","13","1,597","207"
"Persistent Absence Rate","2017/18","Academic year","Other","ONS 5+1","Somerset","","12.3","195","24"
"Persistent Absence Rate","2017/18","Academic year","Unclassified","ONS 5+1","Somerset","","19.4","644","125"
"Persistent Absence Rate","2017/18","Academic year","White","ONS 5+1","Somerset","","11.5","59,185","6,789"
"Persistent Absence Rate","2017/18","Academic year","All Ethnic Minorities","ONS 5+1","South Gloucestershire","","11.6","5,814","677"
"Persistent Absence Rate","2017/18","Academic year","Asian","ONS 5+1","South Gloucestershire","","8.1","1,188","96"
"Persistent Absence Rate","2017/18","Academic year","Black","ONS 5+1","South Gloucestershire","","8.2","608","50"
"Persistent Absence Rate","2017/18","Academic year","Chinese","ONS 5+1","South Gloucestershire","","NA","121","NA"
"Persistent Absence Rate","2017/18","Academic year","Mixed","ONS 5+1","South Gloucestershire","","12.2","1,851","225"
"Persistent Absence Rate","2017/18","Academic year","Other","ONS 5+1","South Gloucestershire","","14.1","206","29"
"Persistent Absence Rate","2017/18","Academic year","Unclassified","ONS 5+1","South Gloucestershire","","24.5","343","84"
"Persistent Absence Rate","2017/18","Academic year","White","ONS 5+1","South Gloucestershire","","10.4","31,710","3,303"
"Persistent Absence Rate","2017/18","Academic year","All Ethnic Minorities","ONS 5+1","South Tyneside","","9.2","1,508","138"
"Persistent Absence Rate","2017/18","Academic year","Asian","ONS 5+1","South Tyneside","","7.9","696","55"
"Persistent Absence Rate","2017/18","Academic year","Black","ONS 5+1","South Tyneside","","5.7","105","6"
"Persistent Absence Rate","2017/18","Academic year","Chinese","ONS 5+1","South Tyneside","","!","24","!"
"Persistent Absence Rate","2017/18","Academic year","Mixed","ONS 5+1","South Tyneside","","12.5","384","48"
"Persistent Absence Rate","2017/18","Academic year","Other","ONS 5+1","South Tyneside","","11.6","121","14"
"Persistent Absence Rate","2017/18","Academic year","Unclassified","ONS 5+1","South Tyneside","","12.4","258","32"
"Persistent Absence Rate","2017/18","Academic year","White","ONS 5+1","South Tyneside","","11.7","16,867","1,968"
"Persistent Absence Rate","2017/18","Academic year","All Ethnic Minorities","ONS 5+1","Southampton","","10.2","10,614","1,086"
"Persistent Absence Rate","2017/18","Academic year","Asian","ONS 5+1","Southampton","","9.3","3,585","334"
"Persistent Absence Rate","2017/18","Academic year","Black","ONS 5+1","Southampton","","6.1","924","56"
"Persistent Absence Rate","2017/18","Academic year","Chinese","ONS 5+1","Southampton","","5.3","169","9"
"Persistent Absence Rate","2017/18","Academic year","Mixed","ONS 5+1","Southampton","","13.5","1,888","254"
"Persistent Absence Rate","2017/18","Academic year","Other","ONS 5+1","Southampton","","9.7","445","43"
"Persistent Absence Rate","2017/18","Academic year","Unclassified","ONS 5+1","Southampton","","16.5","206","34"
"Persistent Absence Rate","2017/18","Academic year","White","ONS 5+1","Southampton","","13","21,957","2,848"
"Persistent Absence Rate","2017/18","Academic year","All Ethnic Minorities","ONS 5+1","Southend-on-Sea","","9.1","6,628","600"
"Persistent Absence Rate","2017/18","Academic year","Asian","ONS 5+1","Southend-on-Sea","","8.7","1,901","166"
"Persistent Absence Rate","2017/18","Academic year","Black","ONS 5+1","Southend-on-Sea","","4.3","1,371","59"
"Persistent Absence Rate","2017/18","Academic year","Chinese","ONS 5+1","Southend-on-Sea","","3","164","5"
"Persistent Absence Rate","2017/18","Academic year","Mixed","ONS 5+1","Southend-on-Sea","","9.6","1,543","148"
"Persistent Absence Rate","2017/18","Academic year","Other","ONS 5+1","Southend-on-Sea","","7.9","178","14"
"Persistent Absence Rate","2017/18","Academic year","Unclassified","ONS 5+1","Southend-on-Sea","","11.4","307","35"
"Persistent Absence Rate","2017/18","Academic year","White","ONS 5+1","Southend-on-Sea","","10.4","19,644","2,046"
"Persistent Absence Rate","2017/18","Academic year","All Ethnic Minorities","ONS 5+1","Southwark","","8.8","28,009","2,468"
"Persistent Absence Rate","2017/18","Academic year","Asian","ONS 5+1","Southwark","","11.5","1,923","221"
"Persistent Absence Rate","2017/18","Academic year","Black","ONS 5+1","Southwark","","6.8","15,380","1,048"
"Persistent Absence Rate","2017/18","Academic year","Chinese","ONS 5+1","Southwark","","3.4","469","16"
"Persistent Absence Rate","2017/18","Academic year","Mixed","ONS 5+1","Southwark","","13.2","4,225","556"
"Persistent Absence Rate","2017/18","Academic year","Other","ONS 5+1","Southwark","","9.9","2,747","273"
"Persistent Absence Rate","2017/18","Academic year","Unclassified","ONS 5+1","Southwark","","9.5","994","94"
"Persistent Absence Rate","2017/18","Academic year","White","ONS 5+1","Southwark","","13.1","10,547","1,381"
"Persistent Absence Rate","2017/18","Academic year","All Ethnic Minorities","ONS 5+1","St. Helens","","8.3","1,368","114"
"Persistent Absence Rate","2017/18","Academic year","Asian","ONS 5+1","St. Helens","","4.6","219","10"
"Persistent Absence Rate","2017/18","Academic year","Black","ONS 5+1","St. Helens","","5.5","110","6"
"Persistent Absence Rate","2017/18","Academic year","Chinese","ONS 5+1","St. Helens","","!","71","!"
"Persistent Absence Rate","2017/18","Academic year","Mixed","ONS 5+1","St. Helens","","10.4","433","45"
"Persistent Absence Rate","2017/18","Academic year","Other","ONS 5+1","St. Helens","","7","86","6"
"Persistent Absence Rate","2017/18","Academic year","Unclassified","ONS 5+1","St. Helens","","16.7","84","14"
"Persistent Absence Rate","2017/18","Academic year","White","ONS 5+1","St. Helens","","11.3","21,731","2,462"
"Persistent Absence Rate","2017/18","Academic year","All Ethnic Minorities","ONS 5+1","Staffordshire","","12.3","12,759","1,574"
"Persistent Absence Rate","2017/18","Academic year","Asian","ONS 5+1","Staffordshire","","10","4,245","424"
"Persistent Absence Rate","2017/18","Academic year","Black","ONS 5+1","Staffordshire","","10.6","761","81"
"Persistent Absence Rate","2017/18","Academic year","Chinese","ONS 5+1","Staffordshire","","1.8","284","5"
"Persistent Absence Rate","2017/18","Academic year","Mixed","ONS 5+1","Staffordshire","","14.2","3,540","502"
"Persistent Absence Rate","2017/18","Academic year","Other","ONS 5+1","Staffordshire","","11.8","483","57"
"Persistent Absence Rate","2017/18","Academic year","Unclassified","ONS 5+1","Staffordshire","","17","776","132"
"Persistent Absence Rate","2017/18","Academic year","White","ONS 5+1","Staffordshire","","10.3","94,583","9,766"
"Persistent Absence Rate","2017/18","Academic year","All Ethnic Minorities","ONS 5+1","Stockport","","11.4","6,419","734"
"Persistent Absence Rate","2017/18","Academic year","Asian","ONS 5+1","Stockport","","12","2,487","298"
"Persistent Absence Rate","2017/18","Academic year","Black","ONS 5+1","Stockport","","7.2","447","32"
"Persistent Absence Rate","2017/18","Academic year","Chinese","ONS 5+1","Stockport","","5.1","197","10"
"Persistent Absence Rate","2017/18","Academic year","Mixed","ONS 5+1","Stockport","","12.9","1,933","250"
"Persistent Absence Rate","2017/18","Academic year","Other","ONS 5+1","Stockport","","10.7","364","39"
"Persistent Absence Rate","2017/18","Academic year","Unclassified","ONS 5+1","Stockport","","21.9","343","75"
"Persistent Absence Rate","2017/18","Academic year","White","ONS 5+1","Stockport","","11.7","30,366","3,545"
"Persistent Absence Rate","2017/18","Academic year","All Ethnic Minorities","ONS 5+1","Stockton-on-Tees","","10.5","3,041","320"
"Persistent Absence Rate","2017/18","Academic year","Asian","ONS 5+1","Stockton-on-Tees","","8.6","1,410","121"
"Persistent Absence Rate","2017/18","Academic year","Black","ONS 5+1","Stockton-on-Tees","","3.4","327","11"
"Persistent Absence Rate","2017/18","Academic year","Chinese","ONS 5+1","Stockton-on-Tees","","NA","78","NA"
"Persistent Absence Rate","2017/18","Academic year","Mixed","ONS 5+1","Stockton-on-Tees","","14.1","721","102"
"Persistent Absence Rate","2017/18","Academic year","Other","ONS 5+1","Stockton-on-Tees","","9.2","109","10"
"Persistent Absence Rate","2017/18","Academic year","Unclassified","ONS 5+1","Stockton-on-Tees","","15.2","132","20"
"Persistent Absence Rate","2017/18","Academic year","White","ONS 5+1","Stockton-on-Tees","","12.3","23,625","2,915"
"Persistent Absence Rate","2017/18","Academic year","All Ethnic Minorities","ONS 5+1","Stoke-on-Trent","","12.5","10,353","1,298"
"Persistent Absence Rate","2017/18","Academic year","Asian","ONS 5+1","Stoke-on-Trent","","10.2","5,080","518"
"Persistent Absence Rate","2017/18","Academic year","Black","ONS 5+1","Stoke-on-Trent","","5.6","1,203","67"
"Persistent Absence Rate","2017/18","Academic year","Chinese","ONS 5+1","Stoke-on-Trent","","2","148","3"
"Persistent Absence Rate","2017/18","Academic year","Mixed","ONS 5+1","Stoke-on-Trent","","15.5","1,643","254"
"Persistent Absence Rate","2017/18","Academic year","Other","ONS 5+1","Stoke-on-Trent","","16.5","655","108"
"Persistent Absence Rate","2017/18","Academic year","Unclassified","ONS 5+1","Stoke-on-Trent","","18.1","215","39"
"Persistent Absence Rate","2017/18","Academic year","White","ONS 5+1","Stoke-on-Trent","","13.8","24,865","3,438"
"Persistent Absence Rate","2017/18","Academic year","All Ethnic Minorities","ONS 5+1","Suffolk","","11.4","14,031","1,598"
"Persistent Absence Rate","2017/18","Academic year","Asian","ONS 5+1","Suffolk","","8.8","1,576","138"
"Persistent Absence Rate","2017/18","Academic year","Black","ONS 5+1","Suffolk","","7.7","805","62"
"Persistent Absence Rate","2017/18","Academic year","Chinese","ONS 5+1","Suffolk","","!","79","!"
"Persistent Absence Rate","2017/18","Academic year","Mixed","ONS 5+1","Suffolk","","10.7","4,797","512"
"Persistent Absence Rate","2017/18","Academic year","Other","ONS 5+1","Suffolk","","9.2","706","65"
"Persistent Absence Rate","2017/18","Academic year","Unclassified","ONS 5+1","Suffolk","","15.9","1,848","294"
"Persistent Absence Rate","2017/18","Academic year","White","ONS 5+1","Suffolk","","10.9","79,713","8,691"
"Persistent Absence Rate","2017/18","Academic year","All Ethnic Minorities","ONS 5+1","Sunderland","","9.6","2,769","266"
"Persistent Absence Rate","2017/18","Academic year","Asian","ONS 5+1","Sunderland","","7.8","1,337","104"
"Persistent Absence Rate","2017/18","Academic year","Black","ONS 5+1","Sunderland","","4.6","238","11"
"Persistent Absence Rate","2017/18","Academic year","Chinese","ONS 5+1","Sunderland","","5.3","114","6"
"Persistent Absence Rate","2017/18","Academic year","Mixed","ONS 5+1","Sunderland","","15.4","570","88"
"Persistent Absence Rate","2017/18","Academic year","Other","ONS 5+1","Sunderland","","13.7","102","14"
"Persistent Absence Rate","2017/18","Academic year","Unclassified","ONS 5+1","Sunderland","","28.9","152","44"
"Persistent Absence Rate","2017/18","Academic year","White","ONS 5+1","Sunderland","","12.8","31,950","4,086"
"Persistent Absence Rate","2017/18","Academic year","All Ethnic Minorities","ONS 5+1","Surrey","","9.8","32,900","3,225"
"Persistent Absence Rate","2017/18","Academic year","Asian","ONS 5+1","Surrey","","8.8","8,927","789"
"Persistent Absence Rate","2017/18","Academic year","Black","ONS 5+1","Surrey","","6.3","2,267","143"
"Persistent Absence Rate","2017/18","Academic year","Chinese","ONS 5+1","Surrey","","3.6","578","21"
"Persistent Absence Rate","2017/18","Academic year","Mixed","ONS 5+1","Surrey","","8.3","8,222","684"
"Persistent Absence Rate","2017/18","Academic year","Other","ONS 5+1","Surrey","","7.2","1,288","93"
"Persistent Absence Rate","2017/18","Academic year","Unclassified","ONS 5+1","Surrey","","13.5","2,087","282"
"Persistent Absence Rate","2017/18","Academic year","White","ONS 5+1","Surrey","","9.8","111,320","10,962"
"Persistent Absence Rate","2017/18","Academic year","All Ethnic Minorities","ONS 5+1","Sutton","","8.1","15,874","1,282"
"Persistent Absence Rate","2017/18","Academic year","Asian","ONS 5+1","Sutton","","7.4","6,364","470"
"Persistent Absence Rate","2017/18","Academic year","Black","ONS 5+1","Sutton","","5.8","2,573","148"
"Persistent Absence Rate","2017/18","Academic year","Chinese","ONS 5+1","Sutton","","3.4","477","16"
"Persistent Absence Rate","2017/18","Academic year","Mixed","ONS 5+1","Sutton","","10.4","3,001","312"
"Persistent Absence Rate","2017/18","Academic year","Other","ONS 5+1","Sutton","","8.7","588","51"
"Persistent Absence Rate","2017/18","Academic year","Unclassified","ONS 5+1","Sutton","","12.8","392","50"
"Persistent Absence Rate","2017/18","Academic year","White","ONS 5+1","Sutton","","11.2","17,671","1,982"
"Persistent Absence Rate","2017/18","Academic year","All Ethnic Minorities","ONS 5+1","Swindon","","10.2","8,453","866"
"Persistent Absence Rate","2017/18","Academic year","Asian","ONS 5+1","Swindon","","9.6","3,379","324"
"Persistent Absence Rate","2017/18","Academic year","Black","ONS 5+1","Swindon","","4.5","867","39"
"Persistent Absence Rate","2017/18","Academic year","Chinese","ONS 5+1","Swindon","","4.4","91","4"
"Persistent Absence Rate","2017/18","Academic year","Mixed","ONS 5+1","Swindon","","14.9","1,694","253"
"Persistent Absence Rate","2017/18","Academic year","Other","ONS 5+1","Swindon","","9.1","297","27"
"Persistent Absence Rate","2017/18","Academic year","Unclassified","ONS 5+1","Swindon","","15.9","396","63"
"Persistent Absence Rate","2017/18","Academic year","White","ONS 5+1","Swindon","","11.3","23,024","2,611"
"Persistent Absence Rate","2017/18","Academic year","All Ethnic Minorities","ONS 5+1","Tameside","","8.9","7,095","629"
"Persistent Absence Rate","2017/18","Academic year","Asian","ONS 5+1","Tameside","","8.2","3,579","293"
"Persistent Absence Rate","2017/18","Academic year","Black","ONS 5+1","Tameside","","5.6","756","42"
"Persistent Absence Rate","2017/18","Academic year","Chinese","ONS 5+1","Tameside","","!","123","!"
"Persistent Absence Rate","2017/18","Academic year","Mixed","ONS 5+1","Tameside","","11.3","1,509","171"
"Persistent Absence Rate","2017/18","Academic year","Other","ONS 5+1","Tameside","","8.9","247","22"
"Persistent Absence Rate","2017/18","Academic year","Unclassified","ONS 5+1","Tameside","","10","320","32"
"Persistent Absence Rate","2017/18","Academic year","White","ONS 5+1","Tameside","","11.3","25,797","2,904"
"Persistent Absence Rate","2017/18","Academic year","All Ethnic Minorities","ONS 5+1","Telford and Wrekin","","9.8","5,170","509"
"Persistent Absence Rate","2017/18","Academic year","Asian","ONS 5+1","Telford and Wrekin","","9","1,658","149"
"Persistent Absence Rate","2017/18","Academic year","Black","ONS 5+1","Telford and Wrekin","","4.7","826","39"
"Persistent Absence Rate","2017/18","Academic year","Chinese","ONS 5+1","Telford and Wrekin","","3.3","91","3"
"Persistent Absence Rate","2017/18","Academic year","Mixed","ONS 5+1","Telford and Wrekin","","12.7","1,262","160"
"Persistent Absence Rate","2017/18","Academic year","Other","ONS 5+1","Telford and Wrekin","","11","73","8"
"Persistent Absence Rate","2017/18","Academic year","Unclassified","ONS 5+1","Telford and Wrekin","","17.6","182","32"
"Persistent Absence Rate","2017/18","Academic year","White","ONS 5+1","Telford and Wrekin","","12","21,332","2,567"
"Persistent Absence Rate","2017/18","Academic year","All Ethnic Minorities","ONS 5+1","Thurrock","","6.6","9,146","602"
"Persistent Absence Rate","2017/18","Academic year","Asian","ONS 5+1","Thurrock","","7.3","1,289","94"
"Persistent Absence Rate","2017/18","Academic year","Black","ONS 5+1","Thurrock","","3.4","3,513","119"
"Persistent Absence Rate","2017/18","Academic year","Chinese","ONS 5+1","Thurrock","","!","138","!"
"Persistent Absence Rate","2017/18","Academic year","Mixed","ONS 5+1","Thurrock","","10","1,473","148"
"Persistent Absence Rate","2017/18","Academic year","Other","ONS 5+1","Thurrock","","6.5","276","18"
