"Measure","Ethnicity","Ethnicity_type","Category","Time","Time_type","Value","Value_type","Number"
"Percentage of honours recipients","Asian Other","ONS 2001 16+1","OBE","Jun-15","Queen's Birthday Honours","0","%","0"
"Percentage of honours recipients","Asian Other","ONS 2001 16+1","MBE","Jun-15","Queen's Birthday Honours","0","%","0"
"Percentage of honours recipients","Asian Other","ONS 2001 16+1","BEM","Jun-15","Queen's Birthday Honours","0.3","%","1"
"Percentage of honours recipients","Bangladeshi","ONS 2001 16+1","All","Jun-15","Queen's Birthday Honours","0.2","%","2"
"Percentage of honours recipients","Bangladeshi","ONS 2001 16+1","Higher","Jun-15","Queen's Birthday Honours","0","%","0"
"Percentage of honours recipients","Bangladeshi","ONS 2001 16+1","CBE","Jun-15","Queen's Birthday Honours","0","%","0"
"Percentage of honours recipients","Bangladeshi","ONS 2001 16+1","OBE","Jun-15","Queen's Birthday Honours","0","%","0"
"Percentage of honours recipients","Bangladeshi","ONS 2001 16+1","MBE","Jun-15","Queen's Birthday Honours","0","%","0"
"Percentage of honours recipients","Bangladeshi","ONS 2001 16+1","BEM","Jun-15","Queen's Birthday Honours","0.7","%","2"
"Percentage of honours recipients","Black","ONS 2001 5+1","All","Jun-15","Queen's Birthday Honours","2.4","%","27"
"Percentage of honours recipients","Black","ONS 2001 5+1","Higher","Jun-15","Queen's Birthday Honours","2.6","%","1"
"Percentage of honours recipients","Black","ONS 2001 5+1","CBE","Jun-15","Queen's Birthday Honours","0.9","%","1"
"Percentage of honours recipients","Black","ONS 2001 5+1","OBE","Jun-15","Queen's Birthday Honours","3.1","%","7"
"Percentage of honours recipients","Black","ONS 2001 5+1","MBE","Jun-15","Queen's Birthday Honours","3.4","%","16"
"Percentage of honours recipients","Black","ONS 2001 5+1","BEM","Jun-15","Queen's Birthday Honours","0.7","%","2"
"Percentage of honours recipients","Black African","ONS 2001 16+1","All","Jun-15","Queen's Birthday Honours","0.7","%","8"
"Percentage of honours recipients","Black African","ONS 2001 16+1","Higher","Jun-15","Queen's Birthday Honours","0","%","0"
"Percentage of honours recipients","Black African","ONS 2001 16+1","CBE","Jun-15","Queen's Birthday Honours","0.9","%","1"
"Percentage of honours recipients","Black African","ONS 2001 16+1","OBE","Jun-15","Queen's Birthday Honours","1.3","%","3"
"Percentage of honours recipients","Black African","ONS 2001 16+1","MBE","Jun-15","Queen's Birthday Honours","0.6","%","3"
"Percentage of honours recipients","Black African","ONS 2001 16+1","BEM","Jun-15","Queen's Birthday Honours","0.3","%","1"
"Percentage of honours recipients","Black Caribbean","ONS 2001 16+1","All","Jun-15","Queen's Birthday Honours","1.2","%","13"
"Percentage of honours recipients","Black Caribbean","ONS 2001 16+1","Higher","Jun-15","Queen's Birthday Honours","2.6","%","1"
"Percentage of honours recipients","Black Caribbean","ONS 2001 16+1","CBE","Jun-15","Queen's Birthday Honours","0","%","0"
"Percentage of honours recipients","Black Caribbean","ONS 2001 16+1","OBE","Jun-15","Queen's Birthday Honours","1.3","%","3"
"Percentage of honours recipients","Black Caribbean","ONS 2001 16+1","MBE","Jun-15","Queen's Birthday Honours","1.7","%","8"
"Percentage of honours recipients","Black Caribbean","ONS 2001 16+1","BEM","Jun-15","Queen's Birthday Honours","0.3","%","1"
"Percentage of honours recipients","Black Other","ONS 2001 16+1","All","Jun-15","Queen's Birthday Honours","0.5","%","6"
"Percentage of honours recipients","Black Other","ONS 2001 16+1","Higher","Jun-15","Queen's Birthday Honours","0","%","0"
"Percentage of honours recipients","Black Other","ONS 2001 16+1","CBE","Jun-15","Queen's Birthday Honours","0","%","0"
"Percentage of honours recipients","Black Other","ONS 2001 16+1","OBE","Jun-15","Queen's Birthday Honours","0.4","%","1"
"Percentage of honours recipients","Black Other","ONS 2001 16+1","MBE","Jun-15","Queen's Birthday Honours","1.1","%","5"
"Percentage of honours recipients","Black Other","ONS 2001 16+1","BEM","Jun-15","Queen's Birthday Honours","0","%","0"
"Percentage of honours recipients","Chinese","ONS 2001 16+1","All","Jun-15","Queen's Birthday Honours","0.4","%","4"
"Percentage of honours recipients","Chinese","ONS 2001 16+1","Higher","Jun-15","Queen's Birthday Honours","0","%","0"
"Percentage of honours recipients","Chinese","ONS 2001 16+1","CBE","Jun-15","Queen's Birthday Honours","0","%","0"
"Percentage of honours recipients","Chinese","ONS 2001 16+1","OBE","Jun-15","Queen's Birthday Honours","0.4","%","1"
"Percentage of honours recipients","Chinese","ONS 2001 16+1","MBE","Jun-15","Queen's Birthday Honours","0.4","%","2"
"Percentage of honours recipients","Chinese","ONS 2001 16+1","BEM","Jun-15","Queen's Birthday Honours","0.3","%","1"
"Percentage of honours recipients","Ethnic Minorities (Excl White)","White/Ethnic Minorities","All","Jun-15","Queen's Birthday Honours","7","%","79"
"Percentage of honours recipients","Ethnic Minorities (Excl White)","White/Ethnic Minorities","Higher","Jun-15","Queen's Birthday Honours","15.4","%","6"
"Percentage of honours recipients","Ethnic Minorities (Excl White)","White/Ethnic Minorities","CBE","Jun-15","Queen's Birthday Honours","5.6","%","6"
"Percentage of honours recipients","Ethnic Minorities (Excl White)","White/Ethnic Minorities","OBE","Jun-15","Queen's Birthday Honours","5.3","%","12"
"Percentage of honours recipients","Ethnic Minorities (Excl White)","White/Ethnic Minorities","MBE","Jun-15","Queen's Birthday Honours","8.7","%","41"
"Percentage of honours recipients","Ethnic Minorities (Excl White)","White/Ethnic Minorities","BEM","Jun-15","Queen's Birthday Honours","4.9","%","14"
"Percentage of honours recipients","Indian","ONS 2001 16+1","All","Jun-15","Queen's Birthday Honours","2.2","%","25"
"Percentage of honours recipients","Indian","ONS 2001 16+1","Higher","Jun-15","Queen's Birthday Honours","2.6","%","1"
"Percentage of honours recipients","Indian","ONS 2001 16+1","CBE","Jun-15","Queen's Birthday Honours","4.7","%","5"
"Percentage of honours recipients","Indian","ONS 2001 16+1","OBE","Jun-15","Queen's Birthday Honours","0.4","%","1"
"Percentage of honours recipients","Indian","ONS 2001 16+1","MBE","Jun-15","Queen's Birthday Honours","2.5","%","12"
"Percentage of honours recipients","Indian","ONS 2001 16+1","BEM","Jun-15","Queen's Birthday Honours","2.1","%","6"
"Percentage of honours recipients","Mixed","ONS 2001 5+1","All","Jun-15","Queen's Birthday Honours","0.6","%","7"
"Percentage of honours recipients","Mixed","ONS 2001 5+1","Higher","Jun-15","Queen's Birthday Honours","5.1","%","2"
"Percentage of honours recipients","Mixed","ONS 2001 5+1","CBE","Jun-15","Queen's Birthday Honours","0","%","0"
"Percentage of honours recipients","Mixed","ONS 2001 5+1","OBE","Jun-15","Queen's Birthday Honours","0.4","%","1"
"Percentage of honours recipients","Mixed","ONS 2001 5+1","MBE","Jun-15","Queen's Birthday Honours","0.8","%","4"
"Percentage of honours recipients","Mixed","ONS 2001 5+1","BEM","Jun-15","Queen's Birthday Honours","0","%","0"
"Percentage of honours recipients","Mixed Other","ONS 2001 16+1","All","Jun-15","Queen's Birthday Honours","0.1","%","1"
"Percentage of honours recipients","Mixed Other","ONS 2001 16+1","Higher","Jun-15","Queen's Birthday Honours","2.6","%","1"
"Percentage of honours recipients","Mixed Other","ONS 2001 16+1","CBE","Jun-15","Queen's Birthday Honours","0","%","0"
"Percentage of honours recipients","Mixed Other","ONS 2001 16+1","OBE","Jun-15","Queen's Birthday Honours","0","%","0"
"Percentage of honours recipients","Mixed Other","ONS 2001 16+1","MBE","Jun-15","Queen's Birthday Honours","0","%","0"
"Percentage of honours recipients","Mixed Other","ONS 2001 16+1","BEM","Jun-15","Queen's Birthday Honours","0","%","0"
"Percentage of honours recipients","Mixed White/Asian","ONS 2001 16+1","All","Jun-15","Queen's Birthday Honours","0.3","%","3"
"Percentage of honours recipients","Mixed White/Asian","ONS 2001 16+1","Higher","Jun-15","Queen's Birthday Honours","2.6","%","1"
"Percentage of honours recipients","Mixed White/Asian","ONS 2001 16+1","CBE","Jun-15","Queen's Birthday Honours","0","%","0"
"Percentage of honours recipients","Mixed White/Asian","ONS 2001 16+1","OBE","Jun-15","Queen's Birthday Honours","0","%","0"
"Percentage of honours recipients","Mixed White/Asian","ONS 2001 16+1","MBE","Jun-15","Queen's Birthday Honours","0.4","%","2"
"Percentage of honours recipients","Mixed White/Asian","ONS 2001 16+1","BEM","Jun-15","Queen's Birthday Honours","0","%","0"
"Percentage of honours recipients","Mixed White/Black African","ONS 2001 16+1","All","Jun-15","Queen's Birthday Honours","0","%","0"
"Percentage of honours recipients","Mixed White/Black African","ONS 2001 16+1","Higher","Jun-15","Queen's Birthday Honours","0","%","0"
"Percentage of honours recipients","Mixed White/Black African","ONS 2001 16+1","CBE","Jun-15","Queen's Birthday Honours","0","%","0"
"Percentage of honours recipients","Mixed White/Black African","ONS 2001 16+1","OBE","Jun-15","Queen's Birthday Honours","0","%","0"
"Percentage of honours recipients","Mixed White/Black African","ONS 2001 16+1","MBE","Jun-15","Queen's Birthday Honours","0","%","0"
"Percentage of honours recipients","Mixed White/Black African","ONS 2001 16+1","BEM","Jun-15","Queen's Birthday Honours","0","%","0"
"Percentage of honours recipients","Mixed White/Black Caribbean","ONS 2001 16+1","All","Jun-15","Queen's Birthday Honours","0.3","%","3"
"Percentage of honours recipients","Mixed White/Black Caribbean","ONS 2001 16+1","Higher","Jun-15","Queen's Birthday Honours","0","%","0"
"Percentage of honours recipients","Mixed White/Black Caribbean","ONS 2001 16+1","CBE","Jun-15","Queen's Birthday Honours","0","%","0"
"Percentage of honours recipients","Mixed White/Black Caribbean","ONS 2001 16+1","OBE","Jun-15","Queen's Birthday Honours","0.4","%","1"
"Percentage of honours recipients","Mixed White/Black Caribbean","ONS 2001 16+1","MBE","Jun-15","Queen's Birthday Honours","0.4","%","2"
"Percentage of honours recipients","Mixed White/Black Caribbean","ONS 2001 16+1","BEM","Jun-15","Queen's Birthday Honours","0","%","0"
"Percentage of honours recipients","Pakistani","ONS 2001 16+1","All","Jun-15","Queen's Birthday Honours","0.8","%","9"
"Percentage of honours recipients","Pakistani","ONS 2001 16+1","Higher","Jun-15","Queen's Birthday Honours","2.6","%","1"
"Percentage of honours recipients","Pakistani","ONS 2001 16+1","CBE","Jun-15","Queen's Birthday Honours","0","%","0"
"Percentage of honours recipients","Pakistani","ONS 2001 16+1","OBE","Jun-15","Queen's Birthday Honours","0.4","%","1"
"Percentage of honours recipients","Pakistani","ONS 2001 16+1","MBE","Jun-15","Queen's Birthday Honours","1.3","%","6"
"Percentage of honours recipients","Pakistani","ONS 2001 16+1","BEM","Jun-15","Queen's Birthday Honours","0.3","%","1"
"Percentage of honours recipients","Unknown","Unknown","All","Jun-15","Queen's Birthday Honours","NA","%","37"
"Percentage of honours recipients","Unknown","Unknown","Higher","Jun-15","Queen's Birthday Honours","NA","%","8"
"Percentage of honours recipients","Unknown","Unknown","CBE","Jun-15","Queen's Birthday Honours","NA","%","0"
"Percentage of honours recipients","Unknown","Unknown","OBE","Jun-15","Queen's Birthday Honours","NA","%","12"
"Percentage of honours recipients","Unknown","Unknown","MBE","Jun-15","Queen's Birthday Honours","NA","%","10"
"Percentage of honours recipients","Unknown","Unknown","BEM","Jun-15","Queen's Birthday Honours","NA","%","7"
"Percentage of honours recipients","White","ONS 2001 5+1","All","Jun-15","Queen's Birthday Honours","93","%","1051"
"Percentage of honours recipients","White","ONS 2001 5+1","Higher","Jun-15","Queen's Birthday Honours","84.6","%","33"
"Percentage of honours recipients","White","ONS 2001 5+1","CBE","Jun-15","Queen's Birthday Honours","94.4","%","101"
"Percentage of honours recipients","White","ONS 2001 5+1","OBE","Jun-15","Queen's Birthday Honours","94.7","%","213"
"Percentage of honours recipients","White","ONS 2001 5+1","MBE","Jun-15","Queen's Birthday Honours","91.3","%","430"
"Percentage of honours recipients","White","ONS 2001 5+1","BEM","Jun-15","Queen's Birthday Honours","95.1","%","274"
"Percentage of honours recipients","White","White/Ethnic Minorities","All","Jun-15","Queen's Birthday Honours","93","%","1051"
"Percentage of honours recipients","White","White/Ethnic Minorities","Higher","Jun-15","Queen's Birthday Honours","84.6","%","33"
"Percentage of honours recipients","White","White/Ethnic Minorities","CBE","Jun-15","Queen's Birthday Honours","94.4","%","101"
"Percentage of honours recipients","White","White/Ethnic Minorities","OBE","Jun-15","Queen's Birthday Honours","94.7","%","213"
"Percentage of honours recipients","White","White/Ethnic Minorities","MBE","Jun-15","Queen's Birthday Honours","91.3","%","430"
"Percentage of honours recipients","White","White/Ethnic Minorities","BEM","Jun-15","Queen's Birthday Honours","95.1","%","274"
"Percentage of honours recipients","White British","ONS 2001 16+1","All","Jun-15","Queen's Birthday Honours","91.8","%","1037"
"Percentage of honours recipients","White British","ONS 2001 16+1","Higher","Jun-15","Queen's Birthday Honours","82.1","%","32"
"Percentage of honours recipients","White British","ONS 2001 16+1","CBE","Jun-15","Queen's Birthday Honours","90.7","%","97"
"Percentage of honours recipients","White British","ONS 2001 16+1","OBE","Jun-15","Queen's Birthday Honours","94.2","%","212"
"Percentage of honours recipients","White British","ONS 2001 16+1","MBE","Jun-15","Queen's Birthday Honours","89.8","%","423"
"Percentage of honours recipients","White British","ONS 2001 16+1","BEM","Jun-15","Queen's Birthday Honours","94.8","%","273"
"Percentage of honours recipients","White Other","ONS 2001 16+1","All","Jun-15","Queen's Birthday Honours","1.2","%","14"
"Percentage of honours recipients","White Other","ONS 2001 16+1","Higher","Jun-15","Queen's Birthday Honours","2.6","%","1"
"Percentage of honours recipients","White Other","ONS 2001 16+1","CBE","Jun-15","Queen's Birthday Honours","3.7","%","4"
"Percentage of honours recipients","White Other","ONS 2001 16+1","OBE","Jun-15","Queen's Birthday Honours","0.4","%","1"
"Percentage of honours recipients","White Other","ONS 2001 16+1","MBE","Jun-15","Queen's Birthday Honours","1.5","%","7"
"Percentage of honours recipients","White Other","ONS 2001 16+1","BEM","Jun-15","Queen's Birthday Honours","0.3","%","1"
"Percentage of honours recipients","All Excluding Unknown","All","All","Dec-14","New Years Honours","100","%","1130"
"Percentage of honours recipients","All Excluding Unknown","All","Higher","Dec-14","New Years Honours","100","%","42"
"Percentage of honours recipients","All Excluding Unknown","All","CBE","Dec-14","New Years Honours","100","%","108"
"Percentage of honours recipients","All Excluding Unknown","All","OBE","Dec-14","New Years Honours","100","%","232"
"Percentage of honours recipients","All Excluding Unknown","All","MBE","Dec-14","New Years Honours","100","%","461"
"Percentage of honours recipients","All Excluding Unknown","All","BEM","Dec-14","New Years Honours","100","%","287"
"Percentage of honours recipients","All Including Unknown","All","All","Dec-14","New Years Honours","NA","%","1167"
