"Measure","Measure_type","Ethnicity","Ethnicity_type","Time","Time_Type","Region","Value","Value_Type","confidence_interval","Numerator","denominator","samp_size"
"3-12 months","Length of time spent in unemployment","Other than White","White and other","2018","year","South East","26","%","13.6","6700","26300","98"
"3-12 months","Length of time spent in unemployment","Other than White","White and other","2018","year","South West","?","%","?","?","?","?"
"3-12 months","Length of time spent in unemployment","Other than White","White and other","2018","year","Wales","43","%","27.5","2100","4800","31"
"3-12 months","Length of time spent in unemployment","Other than White","White and other","2018","year","West Midlands","33","%","13.3","12900","39000","121"
"3-12 months","Length of time spent in unemployment","Other than White","White and other","2018","year","Yorkshire and The Humber","31","%","18.9","5800","19000","57"
"3-12 months","Length of time spent in unemployment","White","ONS 2011 5+1","2018","year","All","30","%","2.2","321800","1060900","4287"
"3-12 months","Length of time spent in unemployment","White","ONS 2011 5+1","2018","year","East Midlands","30","%","9.3","27300","91300","235"
"3-12 months","Length of time spent in unemployment","White","ONS 2011 5+1","2018","year","East of England","33","%","8.9","32500","99400","269"
"3-12 months","Length of time spent in unemployment","White","ONS 2011 5+1","2018","year","London","27","%","8.7","29700","109500","251"
"3-12 months","Length of time spent in unemployment","White","ONS 2011 5+1","2018","year","North East","27","%","6.6","17300","63300","432"
"3-12 months","Length of time spent in unemployment","White","ONS 2011 5+1","2018","year","North West","32","%","6.2","37100","116300","536"
"3-12 months","Length of time spent in unemployment","White","ONS 2011 5+1","2018","year","Scotland","31","%","6","32800","105100","565"
"3-12 months","Length of time spent in unemployment","White","ONS 2011 5+1","2018","year","South East","28","%","6.8","36600","133200","412"
"3-12 months","Length of time spent in unemployment","White","ONS 2011 5+1","2018","year","South West","37","%","8.3","30000","81900","324"
"3-12 months","Length of time spent in unemployment","White","ONS 2011 5+1","2018","year","Wales","31","%","6.3","19800","63500","518"
"3-12 months","Length of time spent in unemployment","White","ONS 2011 5+1","2018","year","West Midlands","31","%","7.7","29600","96200","341"
"3-12 months","Length of time spent in unemployment","White","ONS 2011 5+1","2018","year","Yorkshire and The Humber","29","%","7","29000","101200","404"
"3-12 months","Length of time spent in unemployment","All","All","2019","year","All","31","%","1.3","396700","1287300","4773"
"3-12 months","Length of time spent in unemployment","All","All","2019","year","East Midlands","30","%","5.6","27400","91600","253"
"3-12 months","Length of time spent in unemployment","All","All","2019","year","East of England","30","%","5.1","30500","102900","313"
"3-12 months","Length of time spent in unemployment","All","All","2019","year","London","34","%","4.3","76200","224400","467"
"3-12 months","Length of time spent in unemployment","All","All","2019","year","North East","37","%","4.5","27000","73300","450"
"3-12 months","Length of time spent in unemployment","All","All","2019","year","North West","30","%","3.6","44800","147300","632"
"3-12 months","Length of time spent in unemployment","All","All","2019","year","Scotland","30","%","3.9","28700","95800","518"
"3-12 months","Length of time spent in unemployment","All","All","2019","year","South East","31","%","4.2","44700","144500","456"
"3-12 months","Length of time spent in unemployment","All","All","2019","year","South West","27","%","4.9","23700","87900","312"
"3-12 months","Length of time spent in unemployment","All","All","2019","year","Wales","26","%","3.9","16200","61800","496"
"3-12 months","Length of time spent in unemployment","All","All","2019","year","West Midlands","32","%","4.3","44000","138800","452"
"3-12 months","Length of time spent in unemployment","All","All","2019","year","Yorkshire and The Humber","28","%","4.3","33700","118900","424"
"3-12 months","Length of time spent in unemployment","Other than White","White and other","2019","year","All","35","%","5","100500","289900","867"
"3-12 months","Length of time spent in unemployment","Other than White","White and other","2019","year","East Midlands","44","%","20.2","7400","17000","58"
"3-12 months","Length of time spent in unemployment","Other than White","White and other","2019","year","East of England","31","%","17.4","4500","14600","68"
"3-12 months","Length of time spent in unemployment","Other than White","White and other","2019","year","London","37","%","9.7","43000","116400","237"
"3-12 months","Length of time spent in unemployment","Other than White","White and other","2019","year","North East","38","%","25","2300","6200","36"
"3-12 months","Length of time spent in unemployment","Other than White","White and other","2019","year","North West","36","%","14.1","8800","24900","110"
"3-12 months","Length of time spent in unemployment","Other than White","White and other","2019","year","Scotland","27","%","23.3","2300","8600","35"
"3-12 months","Length of time spent in unemployment","Other than White","White and other","2019","year","South East","31","%","16.7","5900","19400","73"
"3-12 months","Length of time spent in unemployment","Other than White","White and other","2019","year","South West","30","%","22.3","2900","9800","40"
"3-12 months","Length of time spent in unemployment","Other than White","White and other","2019","year","Wales","?","%","?","?","?","?"
"3-12 months","Length of time spent in unemployment","Other than White","White and other","2019","year","West Midlands","37","%","13.2","16800","45900","128"
"3-12 months","Length of time spent in unemployment","Other than White","White and other","2019","year","Yorkshire and The Humber","25","%","16.8","6000","23700","64"
"3-12 months","Length of time spent in unemployment","White","ONS 2011 5+1","2019","year","All","30","%","2.3","296100","996900","3904"
"3-12 months","Length of time spent in unemployment","White","ONS 2011 5+1","2019","year","East Midlands","27","%","9.9","20000","74300","194"
"3-12 months","Length of time spent in unemployment","White","ONS 2011 5+1","2019","year","East of England","29","%","9","25900","88300","245"
"3-12 months","Length of time spent in unemployment","White","ONS 2011 5+1","2019","year","London","31","%","9.4","33200","107700","229"
"3-12 months","Length of time spent in unemployment","White","ONS 2011 5+1","2019","year","North East","37","%","7.3","24600","67200","414"
"3-12 months","Length of time spent in unemployment","White","ONS 2011 5+1","2019","year","North West","29","%","6.2","36000","122400","522"
"3-12 months","Length of time spent in unemployment","White","ONS 2011 5+1","2019","year","Scotland","30","%","6.5","26300","87300","483"
"3-12 months","Length of time spent in unemployment","White","ONS 2011 5+1","2019","year","South East","31","%","7.3","38700","125100","383"
"3-12 months","Length of time spent in unemployment","White","ONS 2011 5+1","2019","year","South West","27","%","8.3","20800","78100","272"
"3-12 months","Length of time spent in unemployment","White","ONS 2011 5+1","2019","year","Wales","27","%","6.3","15700","58400","478"
"3-12 months","Length of time spent in unemployment","White","ONS 2011 5+1","2019","year","West Midlands","29","%","7.8","27200","92900","324"
"3-12 months","Length of time spent in unemployment","White","ONS 2011 5+1","2019","year","Yorkshire and The Humber","29","%","7.4","27700","95200","360"
"3-12 months","Length of time spent in unemployment","All","All","2020","year","All","35","%","1.5","543200","1537500","3794"
"3-12 months","Length of time spent in unemployment","All","All","2020","year","East Midlands","39","%","6.4","46500","120100","225"
"3-12 months","Length of time spent in unemployment","All","All","2020","year","East of England","30","%","5.4","37900","125000","276"
"3-12 months","Length of time spent in unemployment","All","All","2020","year","London","32","%","4.5","97600","301100","423"
"3-12 months","Length of time spent in unemployment","All","All","2020","year","North East","34","%","5","28200","82300","344"
"3-12 months","Length of time spent in unemployment","All","All","2020","year","North West","31","%","4.4","48600","154900","418"
"3-12 months","Length of time spent in unemployment","All","All","2020","year","Scotland","34","%","4.7","40100","117400","397"
