"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Geography","Geography_type","Geography_code","Gender","Gender_type","Destination","Value","Value_type","Denominator","Numerator"
"Pupil destination after key stage 4 study (Percentage %)","White and Asian","Ethnicities used in National Pupil Database (19)","2016/17","Academic year","England","Country","E92000001","All","All","Employment","2","% of cohort","5030","105"
"Pupil destination after key stage 4 study (Percentage %)","Chinese","Ethnicities used in National Pupil Database (19)","2016/17","Academic year","England","Country","E92000001","All","All","Employment","0","% of cohort","2010","10"
"Pupil destination after key stage 4 study (Percentage %)","Other","Ethnicities used in National Pupil Database (19)","2016/17","Academic year","England","Country","E92000001","All","All","Employment","1","% of cohort","8000","90"
"Pupil destination after key stage 4 study (Percentage %)","White and Black Caribbean","Ethnicities used in National Pupil Database (19)","2016/17","Academic year","England","Country","E92000001","All","All","Employment","3","% of cohort","7005","245"
"Pupil destination after key stage 4 study (Percentage %)","White and Black African","Ethnicities used in National Pupil Database (19)","2016/17","Academic year","England","Country","E92000001","All","All","Employment","2","% of cohort","2645","50"
"Pupil destination after key stage 4 study (Percentage %)","Any other mixed background","Ethnicities used in National Pupil Database (19)","2016/17","Academic year","England","Country","E92000001","All","All","Employment","2","% of cohort","7780","160"
"Pupil destination after key stage 4 study (Percentage %)","Any other Asian background","Ethnicities used in National Pupil Database (19)","2016/17","Academic year","England","Country","E92000001","All","All","Employment","1","% of cohort","8300","65"
"Pupil destination after key stage 4 study (Percentage %)","Gypsy / Roma","Ethnicities used in National Pupil Database (19)","2016/17","Academic year","England","Country","E92000001","All","All","Employment","7","% of cohort","1075","80"
"Pupil destination after key stage 4 study (Percentage %)","Any other White background","Ethnicities used in National Pupil Database (19)","2016/17","Academic year","England","Country","E92000001","All","All","Employment","2","% of cohort","24205","465"
"Pupil destination after key stage 4 study (Percentage %)","Indian","Ethnicities used in National Pupil Database (19)","2016/17","Academic year","England","Country","E92000001","All","All","Employment","1","% of cohort","13915","100"
"Pupil destination after key stage 4 study (Percentage %)","Unclassified","Ethnicities used in National Pupil Database (19)","2016/17","Academic year","England","Country","E92000001","All","All","Employment","4","% of cohort","5655","205"
"Pupil destination after key stage 4 study (Percentage %)","Black Caribbean","Ethnicities used in National Pupil Database (19)","2016/17","Academic year","England","Country","E92000001","All","All","Employment","2","% of cohort","7070","135"
"Pupil destination after key stage 4 study (Percentage %)","Black - African","Ethnicities used in National Pupil Database (19)","2016/17","Academic year","England","Country","E92000001","All","All","Employment","1","% of cohort","17080","120"
"Pupil destination after key stage 4 study (Percentage %)","Any other Black background","Ethnicities used in National Pupil Database (19)","2016/17","Academic year","England","Country","E92000001","All","All","Employment","1","% of cohort","3255","50"
"Pupil destination after key stage 4 study (Percentage %)","White - Irish","Ethnicities used in National Pupil Database (19)","2016/17","Academic year","England","Country","E92000001","All","All","Employment","2","% of cohort","1755","35"
"Pupil destination after key stage 4 study (Percentage %)","Pakistani","Ethnicities used in National Pupil Database (19)","2016/17","Academic year","England","Country","E92000001","All","All","Employment","1","% of cohort","20095","250"
"Pupil destination after key stage 4 study (Percentage %)","Bangladeshi","Ethnicities used in National Pupil Database (19)","2016/17","Academic year","England","Country","E92000001","All","All","Employment","1","% of cohort","8200","80"
"Pupil destination after key stage 4 study (Percentage %)","White - British","Ethnicities used in National Pupil Database (19)","2016/17","Academic year","England","Country","E92000001","All","All","No sustained education/employment","5","% of cohort","387365","20570"
"Pupil destination after key stage 4 study (Percentage %)","Traveller of Irish heritage","Ethnicities used in National Pupil Database (19)","2016/17","Academic year","England","Country","E92000001","All","All","No sustained education/employment","20","% of cohort","115","25"
"Pupil destination after key stage 4 study (Percentage %)","White and Asian","Ethnicities used in National Pupil Database (19)","2016/17","Academic year","England","Country","E92000001","All","All","No sustained education/employment","5","% of cohort","5030","255"
"Pupil destination after key stage 4 study (Percentage %)","Chinese","Ethnicities used in National Pupil Database (19)","2016/17","Academic year","England","Country","E92000001","All","All","No sustained education/employment","1","% of cohort","2010","15"
"Pupil destination after key stage 4 study (Percentage %)","Other","Ethnicities used in National Pupil Database (19)","2016/17","Academic year","England","Country","E92000001","All","All","No sustained education/employment","4","% of cohort","8000","340"
"Pupil destination after key stage 4 study (Percentage %)","White and Black Caribbean","Ethnicities used in National Pupil Database (19)","2016/17","Academic year","England","Country","E92000001","All","All","No sustained education/employment","8","% of cohort","7005","590"
"Pupil destination after key stage 4 study (Percentage %)","White and Black African","Ethnicities used in National Pupil Database (19)","2016/17","Academic year","England","Country","E92000001","All","All","No sustained education/employment","5","% of cohort","2645","135"
"Pupil destination after key stage 4 study (Percentage %)","Any other mixed background","Ethnicities used in National Pupil Database (19)","2016/17","Academic year","England","Country","E92000001","All","All","No sustained education/employment","5","% of cohort","7780","420"
"Pupil destination after key stage 4 study (Percentage %)","Any other Asian background","Ethnicities used in National Pupil Database (19)","2016/17","Academic year","England","Country","E92000001","All","All","No sustained education/employment","3","% of cohort","8300","240"
"Pupil destination after key stage 4 study (Percentage %)","Gypsy / Roma","Ethnicities used in National Pupil Database (19)","2016/17","Academic year","England","Country","E92000001","All","All","No sustained education/employment","25","% of cohort","1075","265"
"Pupil destination after key stage 4 study (Percentage %)","Any other White background","Ethnicities used in National Pupil Database (19)","2016/17","Academic year","England","Country","E92000001","All","All","No sustained education/employment","5","% of cohort","24205","1125"
"Pupil destination after key stage 4 study (Percentage %)","Indian","Ethnicities used in National Pupil Database (19)","2016/17","Academic year","England","Country","E92000001","All","All","No sustained education/employment","2","% of cohort","13915","240"
"Pupil destination after key stage 4 study (Percentage %)","Unclassified","Ethnicities used in National Pupil Database (19)","2016/17","Academic year","England","Country","E92000001","All","All","No sustained education/employment","8","% of cohort","5655","430"
"Pupil destination after key stage 4 study (Percentage %)","Black Caribbean","Ethnicities used in National Pupil Database (19)","2016/17","Academic year","England","Country","E92000001","All","All","No sustained education/employment","6","% of cohort","7070","420"
"Pupil destination after key stage 4 study (Percentage %)","Black - African","Ethnicities used in National Pupil Database (19)","2016/17","Academic year","England","Country","E92000001","All","All","No sustained education/employment","3","% of cohort","17080","555"
"Pupil destination after key stage 4 study (Percentage %)","Any other Black background","Ethnicities used in National Pupil Database (19)","2016/17","Academic year","England","Country","E92000001","All","All","No sustained education/employment","5","% of cohort","3255","155"
"Pupil destination after key stage 4 study (Percentage %)","White - Irish","Ethnicities used in National Pupil Database (19)","2016/17","Academic year","England","Country","E92000001","All","All","No sustained education/employment","5","% of cohort","1755","85"
"Pupil destination after key stage 4 study (Percentage %)","Pakistani","Ethnicities used in National Pupil Database (19)","2016/17","Academic year","England","Country","E92000001","All","All","No sustained education/employment","4","% of cohort","20095","900"
