"Measure","Time","Ethnicity of household reference person","Ethnicity_type","Geography","Value","Value-type","Denominator"
"All in receipt of benefit by ethnic group of head","2018/19-2020/21","Bangladeshi","ONS 5+2","K02000001","51","%","333"
"All in receipt of benefit by ethnic group of head","2018/19-2020/21","Chinese","ONS 5+2","K02000001","25","%","243"
"All in receipt of benefit by ethnic group of head","2018/19-2020/21","Asian other","ONS 5+2","K02000001","38","%","421"
"All in receipt of benefit by ethnic group of head","2018/19-2020/21","Black","ONS 5+2","K02000001","51","%","1403"
"All in receipt of benefit by ethnic group of head","2018/19-2020/21","Other","ONS 5+2","K02000001","38","%","641"
"All in receipt of state support by ethnic group of head","2018/19-2020/21","All","ONS 5+2","K02000001","51","%","56616"
"All in receipt of state support by ethnic group of head","2018/19-2020/21","White","ONS 5+2","K02000001","53","%","50941"
"All in receipt of state support by ethnic group of head","2018/19-2020/21","White British","ONS 5+2","K02000001","54","%","48123"
"All in receipt of state support by ethnic group of head","2018/19-2020/21","White other","ONS 5+2","K02000001","37","%","2818"
"All in receipt of state support by ethnic group of head","2018/19-2020/21","Mixed","ONS 5+2","K02000001","37","%","598"
"All in receipt of state support by ethnic group of head","2018/19-2020/21","Asian","ONS 5+2","K02000001","42","%","3033"
"All in receipt of state support by ethnic group of head","2018/19-2020/21","Indian","ONS 5+2","K02000001","39","%","1209"
"All in receipt of state support by ethnic group of head","2018/19-2020/21","Pakistani","ONS 5+2","K02000001","48","%","827"
"All in receipt of state support by ethnic group of head","2018/19-2020/21","Bangladeshi","ONS 5+2","K02000001","52","%","333"
"All in receipt of state support by ethnic group of head","2018/19-2020/21","Chinese","ONS 5+2","K02000001","25","%","243"
"All in receipt of state support by ethnic group of head","2018/19-2020/21","Asian other","ONS 5+2","K02000001","39","%","421"
"All in receipt of state support by ethnic group of head","2018/19-2020/21","Black","ONS 5+2","K02000001","51","%","1403"
"All in receipt of state support by ethnic group of head","2018/19-2020/21","Other","ONS 5+2","K02000001","38","%","641"
"All in receipt of Tax Credits by ethnic group of head","2018/19-2020/21","All","ONS 5+2","K02000001","6","%","56616"
"All in receipt of Tax Credits by ethnic group of head","2018/19-2020/21","White","ONS 5+2","K02000001","5","%","50941"
"All in receipt of Tax Credits by ethnic group of head","2018/19-2020/21","White British","ONS 5+2","K02000001","5","%","48123"
"All in receipt of Tax Credits by ethnic group of head","2018/19-2020/21","White other","ONS 5+2","K02000001","6","%","2818"
"All in receipt of Tax Credits by ethnic group of head","2018/19-2020/21","Mixed","ONS 5+2","K02000001","11","%","598"
"All in receipt of Tax Credits by ethnic group of head","2018/19-2020/21","Asian","ONS 5+2","K02000001","11","%","3033"
"All in receipt of Tax Credits by ethnic group of head","2018/19-2020/21","Indian","ONS 5+2","K02000001","6","%","1209"
"All in receipt of Tax Credits by ethnic group of head","2018/19-2020/21","Pakistani","ONS 5+2","K02000001","17","%","827"
"All in receipt of Tax Credits by ethnic group of head","2018/19-2020/21","Bangladeshi","ONS 5+2","K02000001","18","%","333"
"All in receipt of Tax Credits by ethnic group of head","2018/19-2020/21","Chinese","ONS 5+2","K02000001","4","%","243"
"All in receipt of Tax Credits by ethnic group of head","2018/19-2020/21","Asian other","ONS 5+2","K02000001","9","%","421"
"All in receipt of Tax Credits by ethnic group of head","2018/19-2020/21","Black","ONS 5+2","K02000001","11","%","1403"
"All in receipt of Tax Credits by ethnic group of head","2018/19-2020/21","Other","ONS 5+2","K02000001","8","%","641"
"Attendance Allowance by ethnic group of head","2018/19-2020/21","All","ONS 5+2","K02000001","2","%","56616"
"Attendance Allowance by ethnic group of head","2018/19-2020/21","White","ONS 5+2","K02000001","2","%","50941"
"Attendance Allowance by ethnic group of head","2018/19-2020/21","White British","ONS 5+2","K02000001","3","%","48123"
"Attendance Allowance by ethnic group of head","2018/19-2020/21","White other","ONS 5+2","K02000001","1","%","2818"
"Attendance Allowance by ethnic group of head","2018/19-2020/21","Mixed","ONS 5+2","K02000001","-","%","598"
"Attendance Allowance by ethnic group of head","2018/19-2020/21","Asian","ONS 5+2","K02000001","1","%","3033"
"Attendance Allowance by ethnic group of head","2018/19-2020/21","Indian","ONS 5+2","K02000001","1","%","1209"
"Attendance Allowance by ethnic group of head","2018/19-2020/21","Pakistani","ONS 5+2","K02000001","-","%","827"
"Attendance Allowance by ethnic group of head","2018/19-2020/21","Bangladeshi","ONS 5+2","K02000001","-","%","333"
"Attendance Allowance by ethnic group of head","2018/19-2020/21","Chinese","ONS 5+2","K02000001","1","%","243"
"Attendance Allowance by ethnic group of head","2018/19-2020/21","Asian other","ONS 5+2","K02000001","-","%","421"
"Attendance Allowance by ethnic group of head","2018/19-2020/21","Black","ONS 5+2","K02000001","1","%","1403"
"Attendance Allowance by ethnic group of head","2018/19-2020/21","Other","ONS 5+2","K02000001","-","%","641"
"Carer's Allowance by ethnic group of head","2018/19-2020/21","All","ONS 5+2","K02000001","2","%","56616"
"Carer's Allowance by ethnic group of head","2018/19-2020/21","White","ONS 5+2","K02000001","2","%","50941"
"Carer's Allowance by ethnic group of head","2018/19-2020/21","White British","ONS 5+2","K02000001","2","%","48123"
"Carer's Allowance by ethnic group of head","2018/19-2020/21","White other","ONS 5+2","K02000001","1","%","2818"
"Carer's Allowance by ethnic group of head","2018/19-2020/21","Mixed","ONS 5+2","K02000001","1","%","598"
"Carer's Allowance by ethnic group of head","2018/19-2020/21","Asian","ONS 5+2","K02000001","2","%","3033"
"Carer's Allowance by ethnic group of head","2018/19-2020/21","Indian","ONS 5+2","K02000001","1","%","1209"
"Carer's Allowance by ethnic group of head","2018/19-2020/21","Pakistani","ONS 5+2","K02000001","3","%","827"
"Carer's Allowance by ethnic group of head","2018/19-2020/21","Bangladeshi","ONS 5+2","K02000001","3","%","333"
"Carer's Allowance by ethnic group of head","2018/19-2020/21","Chinese","ONS 5+2","K02000001","-","%","243"
"Carer's Allowance by ethnic group of head","2018/19-2020/21","Asian other","ONS 5+2","K02000001","1","%","421"
"Carer's Allowance by ethnic group of head","2018/19-2020/21","Black","ONS 5+2","K02000001","2","%","1403"
"Carer's Allowance by ethnic group of head","2018/19-2020/21","Other","ONS 5+2","K02000001","1","%","641"
"Child Benefit by ethnic group of head","2018/19-2020/21","All","ONS 5+2","K02000001","18","%","56616"
"Child Benefit by ethnic group of head","2018/19-2020/21","White","ONS 5+2","K02000001","17","%","50941"
"Child Benefit by ethnic group of head","2018/19-2020/21","White British","ONS 5+2","K02000001","17","%","48123"
"Child Benefit by ethnic group of head","2018/19-2020/21","White other","ONS 5+2","K02000001","23","%","2818"
"Child Benefit by ethnic group of head","2018/19-2020/21","Mixed","ONS 5+2","K02000001","20","%","598"
"Child Benefit by ethnic group of head","2018/19-2020/21","Asian","ONS 5+2","K02000001","24","%","3033"
"Child Benefit by ethnic group of head","2018/19-2020/21","Indian","ONS 5+2","K02000001","19","%","1209"
"Child Benefit by ethnic group of head","2018/19-2020/21","Pakistani","ONS 5+2","K02000001","30","%","827"
"Child Benefit by ethnic group of head","2018/19-2020/21","Bangladeshi","ONS 5+2","K02000001","34","%","333"
"Child Benefit by ethnic group of head","2018/19-2020/21","Chinese","ONS 5+2","K02000001","12","%","243"
"Child Benefit by ethnic group of head","2018/19-2020/21","Asian other","ONS 5+2","K02000001","23","%","421"
"Child Benefit by ethnic group of head","2018/19-2020/21","Black","ONS 5+2","K02000001","28","%","1403"
"Child Benefit by ethnic group of head","2018/19-2020/21","Other","ONS 5+2","K02000001","21","%","641"
"Child Tax Credit by ethnic group of head","2018/19-2020/21","All","ONS 5+2","K02000001","5","%","56616"
"Child Tax Credit by ethnic group of head","2018/19-2020/21","White","ONS 5+2","K02000001","5","%","50941"
"Child Tax Credit by ethnic group of head","2018/19-2020/21","White British","ONS 5+2","K02000001","5","%","48123"
"Child Tax Credit by ethnic group of head","2018/19-2020/21","White other","ONS 5+2","K02000001","6","%","2818"
"Child Tax Credit by ethnic group of head","2018/19-2020/21","Mixed","ONS 5+2","K02000001","10","%","598"
"Child Tax Credit by ethnic group of head","2018/19-2020/21","Asian","ONS 5+2","K02000001","10","%","3033"
"Child Tax Credit by ethnic group of head","2018/19-2020/21","Indian","ONS 5+2","K02000001","6","%","1209"
"Child Tax Credit by ethnic group of head","2018/19-2020/21","Pakistani","ONS 5+2","K02000001","16","%","827"
"Child Tax Credit by ethnic group of head","2018/19-2020/21","Bangladeshi","ONS 5+2","K02000001","17","%","333"
"Child Tax Credit by ethnic group of head","2018/19-2020/21","Chinese","ONS 5+2","K02000001","4","%","243"
"Child Tax Credit by ethnic group of head","2018/19-2020/21","Asian other","ONS 5+2","K02000001","9","%","421"
"Child Tax Credit by ethnic group of head","2018/19-2020/21","Black","ONS 5+2","K02000001","11","%","1403"
"Child Tax Credit by ethnic group of head","2018/19-2020/21","Other","ONS 5+2","K02000001","8","%","641"
"Council Tax Reduction by ethnic group of head","2018/19-2020/21","All","ONS 5+2","K02000001","11","%","56616"
"Council Tax Reduction by ethnic group of head","2018/19-2020/21","White","ONS 5+2","K02000001","11","%","50941"
"Council Tax Reduction by ethnic group of head","2018/19-2020/21","White British","ONS 5+2","K02000001","12","%","48123"
"Council Tax Reduction by ethnic group of head","2018/19-2020/21","White other","ONS 5+2","K02000001","7","%","2818"
"Council Tax Reduction by ethnic group of head","2018/19-2020/21","Mixed","ONS 5+2","K02000001","13","%","598"
"Council Tax Reduction by ethnic group of head","2018/19-2020/21","Asian","ONS 5+2","K02000001","9","%","3033"
"Council Tax Reduction by ethnic group of head","2018/19-2020/21","Indian","ONS 5+2","K02000001","6","%","1209"
"Council Tax Reduction by ethnic group of head","2018/19-2020/21","Pakistani","ONS 5+2","K02000001","12","%","827"
"Council Tax Reduction by ethnic group of head","2018/19-2020/21","Bangladeshi","ONS 5+2","K02000001","15","%","333"
"Council Tax Reduction by ethnic group of head","2018/19-2020/21","Chinese","ONS 5+2","K02000001","6","%","243"
"Council Tax Reduction by ethnic group of head","2018/19-2020/21","Asian other","ONS 5+2","K02000001","11","%","421"
"Council Tax Reduction by ethnic group of head","2018/19-2020/21","Black","ONS 5+2","K02000001","18","%","1403"
"Council Tax Reduction by ethnic group of head","2018/19-2020/21","Other","ONS 5+2","K02000001","14","%","641"
"Disability Living Allowance (care component) by ethnic group of head","2018/19-2020/21","All","ONS 5+2","K02000001","8","%","56616"
"Disability Living Allowance (care component) by ethnic group of head","2018/19-2020/21","White","ONS 5+2","K02000001","8","%","50941"
"Disability Living Allowance (care component) by ethnic group of head","2018/19-2020/21","White British","ONS 5+2","K02000001","8","%","48123"
"Disability Living Allowance (care component) by ethnic group of head","2018/19-2020/21","White other","ONS 5+2","K02000001","3","%","2818"
"Disability Living Allowance (care component) by ethnic group of head","2018/19-2020/21","Mixed","ONS 5+2","K02000001","5","%","598"
"Disability Living Allowance (care component) by ethnic group of head","2018/19-2020/21","Asian","ONS 5+2","K02000001","5","%","3033"
"Disability Living Allowance (care component) by ethnic group of head","2018/19-2020/21","Indian","ONS 5+2","K02000001","4","%","1209"
"Disability Living Allowance (care component) by ethnic group of head","2018/19-2020/21","Pakistani","ONS 5+2","K02000001","6","%","827"
"Disability Living Allowance (care component) by ethnic group of head","2018/19-2020/21","Bangladeshi","ONS 5+2","K02000001","10","%","333"
"Disability Living Allowance (care component) by ethnic group of head","2018/19-2020/21","Chinese","ONS 5+2","K02000001","1","%","243"
"Disability Living Allowance (care component) by ethnic group of head","2018/19-2020/21","Asian other","ONS 5+2","K02000001","3","%","421"
"Disability Living Allowance (care component) by ethnic group of head","2018/19-2020/21","Black","ONS 5+2","K02000001","6","%","1403"
"Disability Living Allowance (care component) by ethnic group of head","2018/19-2020/21","Other","ONS 5+2","K02000001","5","%","641"
"Disability Living Allowance (mobility component) by ethnic group of head","2018/19-2020/21","All","ONS 5+2","K02000001","6","%","56616"
"Disability Living Allowance (mobility component) by ethnic group of head","2018/19-2020/21","White","ONS 5+2","K02000001","6","%","50941"
"Disability Living Allowance (mobility component) by ethnic group of head","2018/19-2020/21","White British","ONS 5+2","K02000001","7","%","48123"
"Disability Living Allowance (mobility component) by ethnic group of head","2018/19-2020/21","White other","ONS 5+2","K02000001","2","%","2818"
"Disability Living Allowance (mobility component) by ethnic group of head","2018/19-2020/21","Mixed","ONS 5+2","K02000001","4","%","598"
"Disability Living Allowance (mobility component) by ethnic group of head","2018/19-2020/21","Asian","ONS 5+2","K02000001","4","%","3033"
"Disability Living Allowance (mobility component) by ethnic group of head","2018/19-2020/21","Indian","ONS 5+2","K02000001","2","%","1209"
"Disability Living Allowance (mobility component) by ethnic group of head","2018/19-2020/21","Pakistani","ONS 5+2","K02000001","6","%","827"
"Disability Living Allowance (mobility component) by ethnic group of head","2018/19-2020/21","Bangladeshi","ONS 5+2","K02000001","8","%","333"
"Disability Living Allowance (mobility component) by ethnic group of head","2018/19-2020/21","Chinese","ONS 5+2","K02000001","-","%","243"
"Disability Living Allowance (mobility component) by ethnic group of head","2018/19-2020/21","Asian other","ONS 5+2","K02000001","2","%","421"
"Disability Living Allowance (mobility component) by ethnic group of head","2018/19-2020/21","Black","ONS 5+2","K02000001","4","%","1403"
"Disability Living Allowance (mobility component) by ethnic group of head","2018/19-2020/21","Other","ONS 5+2","K02000001","3","%","641"
"Employment and Support Allowance by ethnic group of head","2018/19-2020/21","All","ONS 5+2","K02000001","4","%","56616"
