"Measure","Year","NHS_trust","NHS_trust_code","Ethnicity","Ethnicity_type","Geography","Geography_type","NHS_trust_type","Value","Value_type","Numerator","Denominator",""
"Percentage of NHS staff who reported experiencing discrimination at work in the NHS staff survey","2017","Northumberland, Tyne and Wear NHS Foundation Trust","RX4","White","White & Other","North","Grouped region","Mental health trust","5","%","170","3640",""
"Percentage of NHS staff who reported experiencing discrimination at work in the NHS staff survey","2017","Northumberland, Tyne and Wear NHS Foundation Trust","RX4","Other","White & Other","North","Grouped region","Mental health trust","8","%","12","143",""
"Percentage of NHS staff who reported experiencing discrimination at work in the NHS staff survey","2017","North East Ambulance Service NHS Foundation Trust","RX6","White","White & Other","North","Grouped region","Ambulance trust","9","%","108","1257",""
"Percentage of NHS staff who reported experiencing discrimination at work in the NHS staff survey","2017","North East Ambulance Service NHS Foundation Trust","RX6","Other","White & Other","North","Grouped region","Ambulance trust","19","%","4","21",""
"Percentage of NHS staff who reported experiencing discrimination at work in the NHS staff survey","2017","North West Ambulance Service NHS Trust","RX7","White","White & Other","North","Grouped region","Ambulance trust","13","%","298","2231",""
"Percentage of NHS staff who reported experiencing discrimination at work in the NHS staff survey","2017","North West Ambulance Service NHS Trust","RX7","Other","White & Other","North","Grouped region","Ambulance trust","23","%","19","82",""
"Percentage of NHS staff who reported experiencing discrimination at work in the NHS staff survey","2017","Yorkshire Ambulance Service NHS Trust","RX8","White","White & Other","North","Grouped region","Ambulance trust","10","%","151","1461",""
"Percentage of NHS staff who reported experiencing discrimination at work in the NHS staff survey","2017","Yorkshire Ambulance Service NHS Trust","RX8","Other","White & Other","North","Grouped region","Ambulance trust","18","%","13","74",""
"Percentage of NHS staff who reported experiencing discrimination at work in the NHS staff survey","2017","East Midlands Ambulance Service NHS Trust","RX9","White","White & Other","Midlands","Grouped region","Ambulance trust","10","%","117","1131",""
"Percentage of NHS staff who reported experiencing discrimination at work in the NHS staff survey","2017","East Midlands Ambulance Service NHS Trust","RX9","Other","White & Other","Midlands","Grouped region","Ambulance trust","6","%","2","31",""
"Percentage of NHS staff who reported experiencing discrimination at work in the NHS staff survey","2017","Cheshire and Wirral Partnership NHS Foundation Trust","RXA","White","White & Other","North","Grouped region","Mental health trust","5","%","73","1542",""
"Percentage of NHS staff who reported experiencing discrimination at work in the NHS staff survey","2017","Cheshire and Wirral Partnership NHS Foundation Trust","RXA","Other","White & Other","North","Grouped region","Mental health trust","8","%","5","65",""
"Percentage of NHS staff who reported experiencing discrimination at work in the NHS staff survey","2017","East Sussex Healthcare NHS Trust","RXC","White","White & Other","South","Grouped region","Acute trust","7","%","195","2741",""
"Percentage of NHS staff who reported experiencing discrimination at work in the NHS staff survey","2017","East Sussex Healthcare NHS Trust","RXC","Other","White & Other","South","Grouped region","Acute trust","16","%","64","402",""
"Percentage of NHS staff who reported experiencing discrimination at work in the NHS staff survey","2017","Rotherham Doncaster and South Humber NHS Foundation Trust","RXE","White","White & Other","North","Grouped region","Mental health trust","6","%","70","1258",""
"Percentage of NHS staff who reported experiencing discrimination at work in the NHS staff survey","2017","Rotherham Doncaster and South Humber NHS Foundation Trust","RXE","Other","White & Other","North","Grouped region","Mental health trust","6","%","3","51",""
"Percentage of NHS staff who reported experiencing discrimination at work in the NHS staff survey","2017","Mid Yorkshire Hospitals NHS Trust","RXF","White","White & Other","North","Grouped region","Acute trust","6","%","161","2762",""
"Percentage of NHS staff who reported experiencing discrimination at work in the NHS staff survey","2017","Mid Yorkshire Hospitals NHS Trust","RXF","Other","White & Other","North","Grouped region","Acute trust","18","%","58","327",""
"Percentage of NHS staff who reported experiencing discrimination at work in the NHS staff survey","2017","South West Yorkshire Partnership NHS Foundation Trust","RXG","White","White & Other","North","Grouped region","Mental health trust","5","%","90","1667",""
"Percentage of NHS staff who reported experiencing discrimination at work in the NHS staff survey","2017","South West Yorkshire Partnership NHS Foundation Trust","RXG","Other","White & Other","North","Grouped region","Mental health trust","13","%","19","146",""
"Percentage of NHS staff who reported experiencing discrimination at work in the NHS staff survey","2017","Brighton And Sussex University Hospitals NHS Trust","RXH","White","White & Other","South","Grouped region","Acute trust","8","%","280","3400",""
"Percentage of NHS staff who reported experiencing discrimination at work in the NHS staff survey","2017","Brighton And Sussex University Hospitals NHS Trust","RXH","Other","White & Other","South","Grouped region","Acute trust","18","%","112","635",""
"Percentage of NHS staff who reported experiencing discrimination at work in the NHS staff survey","2017","Sandwell And West Birmingham Hospitals NHS Trust","RXK","White","White & Other","Midlands","Grouped region","Acute trust","9","%","12","134",""
"Percentage of NHS staff who reported experiencing discrimination at work in the NHS staff survey","2017","Sandwell And West Birmingham Hospitals NHS Trust","RXK","Other","White & Other","Midlands","Grouped region","Acute trust","5","%","3","59",""
"Percentage of NHS staff who reported experiencing discrimination at work in the NHS staff survey","2017","Blackpool Teaching Hospitals NHS Foundation Trust","RXL","White","White & Other","North","Grouped region","Acute trust","6","%","137","2110",""
"Percentage of NHS staff who reported experiencing discrimination at work in the NHS staff survey","2017","Blackpool Teaching Hospitals NHS Foundation Trust","RXL","Other","White & Other","North","Grouped region","Acute trust","14","%","15","108",""
"Percentage of NHS staff who reported experiencing discrimination at work in the NHS staff survey","2017","Derbyshire Healthcare NHS Foundation Trust","RXM","White","White & Other","Midlands","Grouped region","Mental health trust","6","%","52","847",""
"Percentage of NHS staff who reported experiencing discrimination at work in the NHS staff survey","2017","Derbyshire Healthcare NHS Foundation Trust","RXM","Other","White & Other","Midlands","Grouped region","Mental health trust","14","%","16","113",""
"Percentage of NHS staff who reported experiencing discrimination at work in the NHS staff survey","2017","Lancashire Teaching Hospitals NHS Foundation Trust","RXN","White","White & Other","North","Grouped region","Acute trust","6","%","181","3198",""
"Percentage of NHS staff who reported experiencing discrimination at work in the NHS staff survey","2017","Lancashire Teaching Hospitals NHS Foundation Trust","RXN","Other","White & Other","North","Grouped region","Acute trust","10","%","44","439",""
"Percentage of NHS staff who reported experiencing discrimination at work in the NHS staff survey","2017","County Durham and Darlington NHS Foundation Trust","RXP","White","White & Other","North","Grouped region","Acute trust","7","%","187","2868",""
"Percentage of NHS staff who reported experiencing discrimination at work in the NHS staff survey","2017","County Durham and Darlington NHS Foundation Trust","RXP","Other","White & Other","North","Grouped region","Acute trust","14","%","21","147",""
"Percentage of NHS staff who reported experiencing discrimination at work in the NHS staff survey","2017","Buckinghamshire Healthcare NHS Trust","RXQ","White","White & Other","South","Grouped region","Acute trust","5","%","121","2229",""
"Percentage of NHS staff who reported experiencing discrimination at work in the NHS staff survey","2017","Buckinghamshire Healthcare NHS Trust","RXQ","Other","White & Other","South","Grouped region","Acute trust","11","%","55","494",""
"Percentage of NHS staff who reported experiencing discrimination at work in the NHS staff survey","2017","East Lancashire Hospitals NHS Trust","RXR","White","White & Other","North","Grouped region","Acute trust","5","%","146","2837",""
"Percentage of NHS staff who reported experiencing discrimination at work in the NHS staff survey","2017","East Lancashire Hospitals NHS Trust","RXR","Other","White & Other","North","Grouped region","Acute trust","16","%","58","367",""
