"Measure","Time","Time_type","Ethnicity of household reference person","Ethnicity_type","Geography","Geography_type","Gender","Gender_type","Age Bracket","Age Bracket Type","Value","Denominator","Note"
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2010-2014","Four survey periods","Mixed/ multiple ethnic groups","ONS 5+2","K02000001","United Kingdom","All","All","All Pensioners","All/Children/Working-age adults/pensioners","..","43","Value suppressed due to small sample size"
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2010-2014","Four survey periods","Asian/ Asian British","ONS 5+2","K02000001","United Kingdom","All","All","All Pensioners","All/Children/Working-age adults/pensioners","25","251",""
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2010-2014","Four survey periods","Black/ African/ Caribbean/ Black British","ONS 5+2","K02000001","United Kingdom","All","All","All Pensioners","All/Children/Working-age adults/pensioners","26","149",""
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2010-2014","Four survey periods","Other ethnic group","ONS 5+2","K02000001","United Kingdom","All","All","All Pensioners","All/Children/Working-age adults/pensioners","..","33","Value suppressed due to small sample size"
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2010-2014","Four survey periods","All","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","13","47,045",""
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2010-2014","Four survey periods","White","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","12","38,173",""
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2010-2014","Four survey periods","White British","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","12","35,950",""
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2010-2014","Four survey periods","White other","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","16","2,223",""
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2010-2014","Four survey periods","Mixed/ multiple ethnic groups","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","20","559",""
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2010-2014","Four survey periods","Asian/ Asian British","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","25","4,228",""
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2010-2014","Four survey periods","Black/ African/ Caribbean/ Black British","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","27","1,779",""
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2010-2014","Four survey periods","Other ethnic group","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","35","318",""
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2010-2014","Four survey periods","All","ONS 5+2","K02000001","United Kingdom","All","All","All Children","All/Children/Working-age adults/pensioners","18","12,413",""
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2010-2014","Four survey periods","White","ONS 5+2","K02000001","United Kingdom","All","All","All Children","All/Children/Working-age adults/pensioners","16","9,237",""
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2010-2014","Four survey periods","White British","ONS 5+2","K02000001","United Kingdom","All","All","All Children","All/Children/Working-age adults/pensioners","16","8,613",""
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2010-2014","Four survey periods","White other","ONS 5+2","K02000001","United Kingdom","All","All","All Children","All/Children/Working-age adults/pensioners","20","624",""
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2010-2014","Four survey periods","Mixed/ multiple ethnic groups","ONS 5+2","K02000001","United Kingdom","All","All","All Children","All/Children/Working-age adults/pensioners","27","203",""
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2010-2014","Four survey periods","Asian/ Asian British","ONS 5+2","K02000001","United Kingdom","All","All","All Children","All/Children/Working-age adults/pensioners","33","1,630",""
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2010-2014","Four survey periods","Black/ African/ Caribbean/ Black British","ONS 5+2","K02000001","United Kingdom","All","All","All Children","All/Children/Working-age adults/pensioners","34","693",""
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2010-2014","Four survey periods","Other ethnic group","ONS 5+2","K02000001","United Kingdom","All","All","All Children","All/Children/Working-age adults/pensioners","42","125",""
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2010-2014","Four survey periods","All","ONS 5+2","K02000001","United Kingdom","All","All","All Working-age adults","All/Children/Working-age adults/pensioners","12","25,888",""
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2010-2014","Four survey periods","White","ONS 5+2","K02000001","United Kingdom","All","All","All Working-age adults","All/Children/Working-age adults/pensioners","11","20,934",""
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2010-2014","Four survey periods","White British","ONS 5+2","K02000001","United Kingdom","All","All","All Working-age adults","All/Children/Working-age adults/pensioners","11","19,695",""
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2010-2014","Four survey periods","White other","ONS 5+2","K02000001","United Kingdom","All","All","All Working-age adults","All/Children/Working-age adults/pensioners","15","1,239",""
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2010-2014","Four survey periods","Mixed/ multiple ethnic groups","ONS 5+2","K02000001","United Kingdom","All","All","All Working-age adults","All/Children/Working-age adults/pensioners","19","313",""
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2010-2014","Four survey periods","Asian/ Asian British","ONS 5+2","K02000001","United Kingdom","All","All","All Working-age adults","All/Children/Working-age adults/pensioners","20","2,347",""
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2010-2014","Four survey periods","Black/ African/ Caribbean/ Black British","ONS 5+2","K02000001","United Kingdom","All","All","All Working-age adults","All/Children/Working-age adults/pensioners","23","937",""
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2010-2014","Four survey periods","Other ethnic group","ONS 5+2","K02000001","United Kingdom","All","All","All Working-age adults","All/Children/Working-age adults/pensioners","34","160",""
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2010-2014","Four survey periods","All","ONS 5+2","K02000001","United Kingdom","All","All","All Pensioners","All/Children/Working-age adults/pensioners","10","8,744",""
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2010-2014","Four survey periods","White","ONS 5+2","K02000001","United Kingdom","All","All","All Pensioners","All/Children/Working-age adults/pensioners","10","8,002",""
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2010-2014","Four survey periods","White British","ONS 5+2","K02000001","United Kingdom","All","All","All Pensioners","All/Children/Working-age adults/pensioners","10","7,642",""
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2010-2014","Four survey periods","White other","ONS 5+2","K02000001","United Kingdom","All","All","All Pensioners","All/Children/Working-age adults/pensioners","16","360",""
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2010-2014","Four survey periods","Mixed/ multiple ethnic groups","ONS 5+2","K02000001","United Kingdom","All","All","All Pensioners","All/Children/Working-age adults/pensioners","..","43","Value suppressed due to small sample size"
