"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Geography","Geography_type","Gender","Gender type","Age","Age Bracket Type","Highest qualification held","Qualification_type","Value_type","Value","Numerator","Denominator","lower 95%","upper 95%"
"% of individuals unemployed","Mixed","ONS 5+1","2019","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Other qualifications","National Qualifications Framework (NQF) level","%","?","?","?","?","?"
"% of individuals unemployed","Asian or Asian British","ONS 5+1","2019","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Other qualifications","National Qualifications Framework (NQF) level","%","3.60%","6241","174104","1.30%","5.90%"
"% of individuals unemployed","Black or Black British","ONS 5+1","2019","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Other qualifications","National Qualifications Framework (NQF) level","%","3.40%","2051","59518","-0.40%","7.30%"
"% of individuals unemployed","Other","ONS 5+1","2019","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Other qualifications","National Qualifications Framework (NQF) level","%","3.40%","2571","76299","0.00%","6.70%"
"% of individuals unemployed","Other than White","ONS 5+1","2019","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Other qualifications","National Qualifications Framework (NQF) level","%","3.40%","10863","322854","1.70%","5.00%"
"% of individuals unemployed","Unreported","ONS 5+1","2019","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Other qualifications","National Qualifications Framework (NQF) level","%","?","?","?","?","?"
"% of individuals unemployed","All","ONS 5+1","2019","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Other qualifications","National Qualifications Framework (NQF) level","%","2.80%","31651","1129353","2.30%","3.30%"
"% of individuals unemployed","White","ONS 5+1","2019","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","No qualifications","National Qualifications Framework (NQF) level","%","3.10%","34802","1114237","2.70%","3.60%"
"% of individuals unemployed","Mixed","ONS 5+1","2019","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","No qualifications","National Qualifications Framework (NQF) level","%","?","?","?","?","?"
"% of individuals unemployed","Asian or Asian British","ONS 5+1","2019","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","No qualifications","National Qualifications Framework (NQF) level","%","3.10%","5375","174352","1.00%","5.20%"
"% of individuals unemployed","Black or Black British","ONS 5+1","2019","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","No qualifications","National Qualifications Framework (NQF) level","%","6.60%","3841","58250","1.10%","12.10%"
"% of individuals unemployed","Other","ONS 5+1","2019","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","No qualifications","National Qualifications Framework (NQF) level","%","2.60%","1499","56980","-0.90%","6.20%"
"% of individuals unemployed","Other than White","ONS 5+1","2019","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","No qualifications","National Qualifications Framework (NQF) level","%","3.90%","11779","304233","2.10%","5.70%"
"% of individuals unemployed","Unreported","ONS 5+1","2019","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","No qualifications","National Qualifications Framework (NQF) level","%","?","?","?","?","?"
"% of individuals unemployed","All","ONS 5+1","2019","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","No qualifications","National Qualifications Framework (NQF) level","%","3.30%","46581","1419406","2.80%","3.70%"
"% of individuals unemployed","White","ONS 5+1","2019","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","%","1.40%","478","33700","-0.60%","3.40%"
"% of individuals unemployed","Mixed","ONS 5+1","2019","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","%","?","?","?","?","?"
"% of individuals unemployed","Asian or Asian British","ONS 5+1","2019","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","%","?","?","?","?","?"
"% of individuals unemployed","Black or Black British","ONS 5+1","2019","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","%","?","?","?","?","?"
"% of individuals unemployed","Other","ONS 5+1","2019","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","%","?","?","?","?","?"
"% of individuals unemployed","Other than White","ONS 5+1","2019","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","%","?","?","?","?","?"
"% of individuals unemployed","Unreported","ONS 5+1","2019","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","%","?","?","?","?","?"
"% of individuals unemployed","All","ONS 5+1","2019","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","%","1.80%","748","41256","-0.20%","3.90%"
"% of individuals unemployed","White","ONS 5+1","2019","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","%","2.40%","380688","15984482","2.30%","2.50%"
"% of individuals unemployed","Mixed","ONS 5+1","2019","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","%","4.10%","9619","233032","1.90%","6.30%"
"% of individuals unemployed","Asian or Asian British","ONS 5+1","2019","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","%","4.10%","55891","1350669","3.20%","5.00%"
"% of individuals unemployed","Black or Black British","ONS 5+1","2019","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","%","4.90%","33252","679265","3.40%","6.40%"
"% of individuals unemployed","Other","ONS 5+1","2019","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","%","4.50%","21613","475711","2.90%","6.20%"
"% of individuals unemployed","Other than White","ONS 5+1","2019","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","%","4.40%","120375","2738677","3.70%","5.10%"
"% of individuals unemployed","Unreported","ONS 5+1","2019","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","%","?","?","?","?","?"
"% of individuals unemployed","All","ONS 5+1","2019","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","%","2.70%","501063","18734157","2.60%","2.80%"
"% of individuals unemployed","White","ONS 5+1","2019","Year","England, Wales and Scotland ","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Level 4 and above","National Qualifications Framework (NQF) level","%","1.90%","252440","13013319","1.80%","2.10%"
"% of individuals unemployed","Mixed","ONS 5+1","2019","Year","England, Wales and Scotland ","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Level 4 and above","National Qualifications Framework (NQF) level","%","2.50%","5576","219656","0.60%","4.50%"
"% of individuals unemployed","Asian or Asian British","ONS 5+1","2019","Year","England, Wales and Scotland ","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Level 4 and above","National Qualifications Framework (NQF) level","%","3.60%","46626","1289252","2.70%","4.50%"
"% of individuals unemployed","Black or Black British","ONS 5+1","2019","Year","England, Wales and Scotland ","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Level 4 and above","National Qualifications Framework (NQF) level","%","5.50%","32699","589944","3.80%","7.20%"
"% of individuals unemployed","Other","ONS 5+1","2019","Year","England, Wales and Scotland ","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Level 4 and above","National Qualifications Framework (NQF) level","%","3.40%","15306","453024","1.90%","4.90%"
"% of individuals unemployed","Other than White","ONS 5+1","2019","Year","England, Wales and Scotland ","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Level 4 and above","National Qualifications Framework (NQF) level","%","3.90%","100207","2551876","3.20%","4.60%"
"% of individuals unemployed","Unreported","ONS 5+1","2019","Year","England, Wales and Scotland ","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Level 4 and above","National Qualifications Framework (NQF) level","%","?","?","?","?","?"
"% of individuals unemployed","All","ONS 5+1","2019","Year","England, Wales and Scotland ","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Level 4 and above","National Qualifications Framework (NQF) level","%","2.30%","352647","15573348","2.10%","2.40%"
