"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Geography","Geography_type","Geography_code","Gender","Gender_type","Destination","Value","Value_type","Denominator","Numerator"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","White and Black African","Ethnicities used in National Pupil Database (19)","2016/17","Academic year","England","Country","E92000001","All","All","Education","67","% of cohort","1735","1165"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","White - British","Ethnicities used in National Pupil Database (19)","2016/17","Academic year","England","Country","E92000001","All","All","Education","56","% of cohort","259955","146835"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Other","Ethnicities used in National Pupil Database (19)","2016/17","Academic year","England","Country","E92000001","All","All","Education","74","% of cohort","5785","4285"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","White - Irish","Ethnicities used in National Pupil Database (19)","2016/17","Academic year","England","Country","E92000001","All","All","Education","67","% of cohort","1375","915"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Black Caribbean","Ethnicities used in National Pupil Database (19)","2016/17","Academic year","England","Country","E92000001","All","All","Education","67","% of cohort","5235","3490"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Chinese","Ethnicities used in National Pupil Database (19)","2016/17","Academic year","England","Country","E92000001","All","All","Education","84","% of cohort","2025","1695"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Unclassified","Ethnicities used in National Pupil Database (19)","2016/17","Academic year","England","Country","E92000001","All","All","Education","59","% of cohort","13330","7910"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","White and Asian","Ethnicities used in National Pupil Database (19)","2016/17","Academic year","England","Country","E92000001","All","All","Education","69","% of cohort","3565","2465"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Any other mixed background","Ethnicities used in National Pupil Database (19)","2016/17","Academic year","England","Country","E92000001","All","All","Education","67","% of cohort","5715","3840"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Any other Asian background","Ethnicities used in National Pupil Database (19)","2016/17","Academic year","England","Country","E92000001","All","All","Education","77","% of cohort","6775","5250"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Any other White background","Ethnicities used in National Pupil Database (19)","2016/17","Academic year","England","Country","E92000001","All","All","Education","65","% of cohort","14465","9375"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Black - African","Ethnicities used in National Pupil Database (19)","2016/17","Academic year","England","Country","E92000001","All","All","Education","80","% of cohort","13635","10920"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Gypsy / Roma","Ethnicities used in National Pupil Database (19)","2016/17","Academic year","England","Country","E92000001","All","All","Apprenticeships","9","% of cohort","125","10"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","White and Black Caribbean","Ethnicities used in National Pupil Database (19)","2016/17","Academic year","England","Country","E92000001","All","All","Apprenticeships","5","% of cohort","4320","235"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Traveller of Irish heritage","Ethnicities used in National Pupil Database (19)","2016/17","Academic year","England","Country","E92000001","All","All","Apprenticeships","!","% of cohort","25","!"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Indian","Ethnicities used in National Pupil Database (19)","2016/17","Academic year","England","Country","E92000001","All","All","Apprenticeships","3","% of cohort","12015","400"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Bangladeshi","Ethnicities used in National Pupil Database (19)","2016/17","Academic year","England","Country","E92000001","All","All","Apprenticeships","5","% of cohort","6490","335"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Any other Black background","Ethnicities used in National Pupil Database (19)","2016/17","Academic year","England","Country","E92000001","All","All","Apprenticeships","4","% of cohort","2265","80"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Pakistani","Ethnicities used in National Pupil Database (19)","2016/17","Academic year","England","Country","E92000001","All","All","Apprenticeships","3","% of cohort","13410","405"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","White and Black African","Ethnicities used in National Pupil Database (19)","2016/17","Academic year","England","Country","E92000001","All","All","Apprenticeships","4","% of cohort","1735","60"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","White - British","Ethnicities used in National Pupil Database (19)","2016/17","Academic year","England","Country","E92000001","All","All","Apprenticeships","8","% of cohort","259955","20400"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Other","Ethnicities used in National Pupil Database (19)","2016/17","Academic year","England","Country","E92000001","All","All","Apprenticeships","2","% of cohort","5785","145"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","White - Irish","Ethnicities used in National Pupil Database (19)","2016/17","Academic year","England","Country","E92000001","All","All","Apprenticeships","5","% of cohort","1375","70"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Black Caribbean","Ethnicities used in National Pupil Database (19)","2016/17","Academic year","England","Country","E92000001","All","All","Apprenticeships","5","% of cohort","5235","235"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Chinese","Ethnicities used in National Pupil Database (19)","2016/17","Academic year","England","Country","E92000001","All","All","Apprenticeships","2","% of cohort","2025","40"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Unclassified","Ethnicities used in National Pupil Database (19)","2016/17","Academic year","England","Country","E92000001","All","All","Apprenticeships","3","% of cohort","13330","420"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","White and Asian","Ethnicities used in National Pupil Database (19)","2016/17","Academic year","England","Country","E92000001","All","All","Apprenticeships","3","% of cohort","3565","125"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Any other mixed background","Ethnicities used in National Pupil Database (19)","2016/17","Academic year","England","Country","E92000001","All","All","Apprenticeships","4","% of cohort","5715","200"
